Comunidad Autónoma,Provincia,REGISTRO,Municipio,Título,Tipo,Templo y dependencias complementarias,Titular,Título distinto de certificación eclesiástica
La Rioja,La Rioja,Najera,Pedroso.,"Ermita la Virgen del Patrocinio, en C/ Diseminados Pedroso, 45",Ermita,True,"Diócesis de Calahorra, La Calzada y Logroño",False
La Rioja,La Rioja,San Millan de la Cogolla,San Millan de la Cogolla.,"Solar en Lugar del Río, en Carretera, 39",Templo parroquial,True,"Diócesis de Calahorra, La Calzada y Logroño",False
La Rioja,La Rioja,San Millan de la Cogolla,San Millan de la Cogolla.,"Solar en Carretera Lugar Nuevo Rio, 53",Solar,False,"Diócesis de Calahorra, La Calzada y Logroño",False
La Rioja,La Rioja,San Millan de la Cogolla,San Millan de la Cogolla.,Ermita San Roque,Ermita,True,"Diócesis de Calahorra, La Calzada y Logroño",False
La Rioja,La Rioja,San Millan de la Cogolla,San Millan de la Cogolla.,"Solar en C/ DISEMINADOS ,  82",Ermita,True,"Diócesis de Calahorra, La Calzada y Logroño",False
La Rioja,La Rioja,San Millan de la Cogolla,San Millan de la Cogolla.,"Solar en Carretera Lugar Nuevo Rio, 154",Huerto parroquial,True,Parroquia de lugar del Rio (San Millán de la Cogolla),False
La Rioja,La Rioja,San Millan de la Cogolla,San Millan de la Cogolla.,Labradío regadío en  término  BARRIO P,Rústica,False,"Diócesis de Calahorra, La Calzada y Logroño",False
La Rioja,La Rioja,San Millan de la Cogolla,Santa Coloma,"Edificio una sola planta en la PLAZA DEL GENERALÍSIMO,  9, destinado a IGLESIA,  una sola planta",Iglesia,True,"Diócesis de Calahorra, La Calzada y Logroño",False
La Rioja,La Rioja,Tobia,Tobia,"Heredad pastos, término  EL VALLEJO",Rústica,False,"Diócesis de Calahorra, La Calzada y Logroño",False
La Rioja,La Rioja,Tobia,Tobia,"Arboles  ribera,  término  VALLUSO",Rústica,False,"Diócesis de Calahorra, La Calzada y Logroño",False
La Rioja,La Rioja,Tobia,Tobia,Heredad en paraje LOS HOYUELOS,Rústica,False,"Diócesis de Calahorra, La Calzada y Logroño",False
La Rioja,La Rioja,Tobia,Tobia,Heredad en el paraje LAS POZAS,Rústica,False,"Diócesis de Calahorra, La Calzada y Logroño",False
La Rioja,La Rioja,Tobia,Tobia,"Heredad pastos,  término  LAS POZAS",Rústica,False,"Diócesis de Calahorra, La Calzada y Logroño",False
La Rioja,La Rioja,Tobia,Tobia,Heredad en paraje LA SOLANA,Rústica,False,"Diócesis de Calahorra, La Calzada y Logroño",False
La Rioja,La Rioja,Tobia,Tobia,Heredad en El paraje MERCADILLO,Rústica,False,"Diócesis de Calahorra, La Calzada y Logroño",False
La Rioja,La Rioja,Tobia,Tobia,Heredad en paraje EL VALLEJO,Rústica,False,"Diócesis de Calahorra, La Calzada y Logroño",False
La Rioja,La Rioja,Tobia,Villarejo,"Solar en DISEMINADOS VILLAREJO, 7,  y Ermita  SANTA ANA",Ermita,True,Parroquia de Villarejo,False
La Rioja,La Rioja,Viniegra de Abajo,Viniegra de Abajo,Huerta regadío en término  LAVARO,Rústica,False,"Diócesis de Calahorra, La Calzada y Logroño",False
La Rioja,La Rioja,Viniegra de Abajo,Viniegra de Abajo,Heredad destinada a prado en término  HORCA,Rústica,False,"Diócesis de Calahorra, La Calzada y Logroño",False
La Rioja,La Rioja,Viniegra de Abajo,Viniegra de Abajo,Heredad destinada a pastos en  término  TO SANTIAGO,Rústica,False,"Diócesis de Calahorra, La Calzada y Logroño",False
La Rioja,La Rioja,Viniegra de Abajo,Viniegra de Abajo,Heredad destinada a pastos en término DESCONOCIDO,Rústica,False,"Diócesis de Calahorra, La Calzada y Logroño",False
La Rioja,La Rioja,Viniegra de Abajo,Viniegra de Abajo,Heredad destinada a pastos en término  REVOLCARO,Rústica,False,"Diócesis de Calahorra, La Calzada y Logroño",False
La Rioja,La Rioja,Viniegra de Abajo,Viniegra de Abajo,Heredad destinada a pastos en término DESCONOCIDO,Rústica,False,"Diócesis de Calahorra, La Calzada y Logroño",False
La Rioja,La Rioja,Viniegra de Abajo,Viniegra de Abajo,Heredad destinada a pastos,Rústica,False,"Diócesis de Calahorra, La Calzada y Logroño",False
La Rioja,La Rioja,Santo Domingo de la Calzada,Banares,"Solar en C/ Travesía La Iglesia,  2",Templo parroquial,True,"Diócesis de Calahorra, la Calzada y Logroño",False
La Rioja,La Rioja,Santo Domingo de la Calzada,Banares,"Solar  con Ermita en Travesía la Iglesia, 4",Ermita,True,"Diócesis de Calahorra, la Calzada y Logroño",False
La Rioja,La Rioja,Santo Domingo de la Calzada,Banos de Rioja,"Solar en C/ Mayor, 3",Templo parroquial,True,"Diócesis de Calahorra, la Calzada y Logroño",False
La Rioja,La Rioja,Santo Domingo de la Calzada,Banos de Rioja,Ermita del Pilar,Ermita,True,"Diócesis de Calahorra, la Calzada y Logroño",False
La Rioja,La Rioja,Santo Domingo de la Calzada,Corporales,"Solar en C/ Iglesia, 12",Solar,False,Parroquia de Morales Corporales,False
La Rioja,La Rioja,Ezcaray,Ezcaray,Templo parroquial en Agregado de Zaldierna,Templo parroquial,True,"Diócesis de Calahorra, la Calzada y Logroño",False
La Rioja,La Rioja,Ezcaray,Ezcaray,"Tempo parroquial Santa María La Mayor en Aldea de San Antón,  33",Templo parroquial,True,"Diócesis de Calahorra, la Calzada y Logroño",False
La Rioja,La Rioja,Ezcaray,Ezcaray,Templo parroquial de San Juan Bautista,Templo parroquial,True,"Diócesis de Calahorra, la Calzada y Logroño",False
La Rioja,La Rioja,Ezcaray,Ezcaray,Ermita de Santa Bárbara en Diseminados,Ermita,True,"Diócesis de Calahorra, la Calzada y Logroño",False
La Rioja,La Rioja,Ezcaray,Ezcaray,"Solar en Agregado de Posadas,  6",Vivienda,False,Parroquia de Posada de Ezcaray,False
La Rioja,La Rioja,Ezcaray,Ezcaray,Huerta en C/ Padre José García,Huerta,False,Parroquia de Santa María la Mayor,False
La Rioja,La Rioja,Ezcaray,Ezcaray,Finca en El Junto poligono 1 parcela 374,Rústica,False,"Diócesis de Calahorra, la Calzada y Logroño",False
La Rioja,La Rioja,Ezcaray,Ezcaray,Finca en Misansia poligono 16 parcela 322,Rústica,False,"Diócesis de Calahorra, la Calzada y Logroño",False
La Rioja,La Rioja,Ezcaray,Ezcaray,Finca en Paguito poligono 9 parcela 2092,Rústica,False,"Diócesis de Calahorra, la Calzada y Logroño",False
La Rioja,La Rioja,Ezcaray,Ezcaray,Finca en Bermeja poligono 1 parcela 194,Rústica,False,"Diócesis de Calahorra, la Calzada y Logroño",False
La Rioja,La Rioja,Ezcaray,Ezcaray,Finca en Mangas poligono 1 parcela 531,Rústica,False,"Diócesis de Calahorra, la Calzada y Logroño",False
La Rioja,La Rioja,Ezcaray,Ezcaray,Finca en Mangas poligono 1 parcela 532,Rústica,False,"Diócesis de Calahorra, la Calzada y Logroño",False
La Rioja,La Rioja,Ezcaray,Ezcaray,Finca en Milinchita poligono 3 parcela 504,Rústica,False,"Diócesis de Calahorra, la Calzada y Logroño",False
La Rioja,La Rioja,Ezcaray,Ezcaray,Finca en Milinchita poligono 3 parcela 503,Rústica,False,"Diócesis de Calahorra, la Calzada y Logroño",False
La Rioja,La Rioja,Ezcaray,Ezcaray,Finca en Maquillo poligono 3 parcela 1192,Rústica,False,"Diócesis de Calahorra, la Calzada y Logroño",False
La Rioja,La Rioja,Ezcaray,Ezcaray,Finca las Mangas poligono 1 parcela 536,Rústica,False,"Diócesis de Calahorra, la Calzada y Logroño",False
La Rioja,La Rioja,Ezcaray,Ezcaray,Huerta en c/ Padre José García 5,Rústica,False,"Diócesis de Calahorra, la Calzada y Logroño",False
La Rioja,La Rioja,Ezcaray,Ezcaray,Finca en Arsovia poligono 3 parcela 546,Rústica,False,"Diócesis de Calahorra, la Calzada y Logroño",False
La Rioja,La Rioja,Ezcaray,Ezcaray,Finca en Maquillo  poligono 3 parcela 1145,Rústica,False,"Diócesis de Calahorra, la Calzada y Logroño",False
La Rioja,La Rioja,Ezcaray,Granon,"Templo en Plaza Iglesia, 1",Templo parroquial,True,"Diócesis de Calahorra, la Calzada y Logroño",False
La Rioja,La Rioja,Ezcaray,Herramelluri,Edificio en Velasco 22,Edificio,False,Parroquia de San Esteban,False
La Rioja,La Rioja,Ezcaray,Herramelluri,Ermita de San Cristóbal,Ermita,True,Parroquia de San Esteban,False
La Rioja,La Rioja,Ezcaray,Herramelluri,Finca en Ermita polig. 501 parcela 5177,Rústica,False,Parroquia de San Esteban,False
La Rioja,La Rioja,Ezcaray,Herramelluri,Finca en Velasco polig. 505 parcela 5300,Rústica,False,Parroquia de San Esteban,False
La Rioja,La Rioja,Ezcaray,Hervias,Casa parroquial,Casa parroquial,True,Parroquia de Hervias,False
La Rioja,La Rioja,Ezcaray,Hervias,Finca en Viejo Bañares,Rústica,False,Parroquia de la Asunción,False
La Rioja,La Rioja,Ezcaray,Ojacastro,"Casa parroquial en San Pedro, 5",Casa parroquial,True,Parroquia de Ojacastro,False
La Rioja,La Rioja,Ezcaray,Ojacastro,Solar en San Pedro 3,Solar,False,Parroquia de Ojacastro,False
La Rioja,La Rioja,Ezcaray,Ojacastro,"Solar en San Pedro, 1",Solar,False,Parroquia de Ojacastro,False
La Rioja,La Rioja,Ezcaray,Ojacastro,"Solar en C/ Iglesia, 28",Solar,False,Parroquia de Ojacastro,False
La Rioja,La Rioja,Ezcaray,Ojacastro,Ermita en Santa Bárbara,Ermita,True,Parroquia de San Julián y Santa Basilisa,False
La Rioja,La Rioja,Ezcaray,Ojacastro,Rústica. En el terrillo,Rústica,False,"Diócesis de Calahorra, la Calzada y Logroño",False
La Rioja,La Rioja,Ezcaray,San Millan de Yecora,Solar,Templo parroquial,True,Parroquia de San Millán de Yécora,False
La Rioja,La Rioja,Ezcaray,San Torcuato,"Solar C/ Iglesia, 3",Solar,False,Parroquia de San Torcuato,False
La Rioja,La Rioja,Ezcaray,Santo Domingo de la Calzada,"Torres y Casa en Plaza del Santo, 4",Torre y Casa del Sacristán,True,Parroquia de Santo Domingo de la Calzada,False
La Rioja,La Rioja,Ezcaray,Santurdejo,Rustica en Mayorga,Rústica,False,Parroquia de San Jorge,False
La Rioja,La Rioja,Ezcaray,Villarta Quintana,"Solar en C/ Cerro, 24",Templo parroquial,True,"Diócesis de Calahorra, la Calzada y Logroño",False
La Rioja,La Rioja,Ezcaray,Villarta Quintana,"Solar con Casa en Cerro Quintana, 26",Casa parroquial,True,Parroquia de Quintanar de Rioja,False
