codigo_ine_provincia,nombre_provincia,nombre_fundacion,enlace_detalle,codigo_registro,timestamp,nif,numero_registro,fecha_extincion,fecha_constitucion,fecha_inscripcion,domicilio,localidad,codigo_postal,provincia_detalle,telefono,fax,email,web,fecha_extraccion
25,Lleida,NIEMANN PICK DE ESPAÑA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16279&index=1&lang=es_ES,=16279,2026-01-27T18:51:14.705147,G25476821,294SND,,30/03/2001,15/10/2001,"c/ Cronista Muntaner, 27. 1º - 1ª",Lleida,25001,Lleida,902122001,973206117,julia.gonzalez@fnp.es,http://www.fnp.es,2026-01-27T19:13:17.722626
25,Lleida,AGAPE,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16280&index=1&lang=es_ES,=16280,2026-01-27T18:51:14.720965,G25554478,295SND,,22/06/2004,28/10/2004,"Avda. del Santuario, 28",Sant Ramón,25215,Lleida,,913096667,,,2026-01-27T19:13:19.782472
25,Lleida,LA BRUIXA D'OR,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16281&index=1&lang=es_ES,=16281,2026-01-27T18:51:14.736904,G25605171,296SND,,06/03/2006,11/09/2006,"Avda. de la Generalitat, 11 - Bajos",Sort,25560,Lleida,973280198,,,,2026-01-27T19:13:21.414317
25,Lleida,RENAL JAUME ARNO,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16282&index=1&lang=es_ES,=16282,2026-01-27T18:51:14.752709,G25662941,297SND,,12/03/2008,27/10/2008,"c/ Enric Granados, 3 - 1º",Lleida,25006,Lleida,,,,,2026-01-27T19:13:23.529994
25,Lleida,CEICA (CENTRO DE ESTUDIO DE INVESTIGACIÓN CONTRA EL CÁNCER),https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=17971&index=1&lang=es_ES,=17971,2026-01-27T18:51:14.767286,G25835802,2096JUS,,01/03/2018,04/09/2018,"Plaza de España nº 2 ,escalera izquierda, piso 9 puerta 2",Lleida,25002,Lleida,651524195,,orlandojohana2010@hotmail.com,,2026-01-27T19:13:25.300017
25,Lleida,TRENCA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=18007&index=1&lang=es_ES,=18007,2026-01-27T18:51:14.781390,G25838020,2180JUS,,25/04/2018,04/04/2019,C/ La Palma nº 6-10,Lleida,25002,Lleida,629710382,,,,2026-01-27T19:13:27.071480
25,Lleida,LLEIDA ESPORTIU,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=18043&index=1&lang=es_ES,=18043,2026-01-27T18:51:14.790525,G25839812,2261JUS,,07/06/2018,25/11/2019,C/ Doctor Fleming s/n,LÉRIDA,25006,Lleida,973727797,,,,2026-01-27T19:13:28.714874
26,"Rioja, La",PRIVADA MIGUEL DE MONTAIGNE,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=2166&index=1&lang=es_ES,=2166,2026-01-27T18:51:18.259366,G26245258,305EDU,,05/07/1996,22/10/1996,"C/. Capitán Gaona, 2",Logroño,26001,La Rioja,941236573,941236573,,,2026-01-27T19:13:30.389304
26,"Rioja, La",LOGROÑÉS,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=3454&index=1&lang=es_ES,=3454,2026-01-27T18:51:18.281276,G26278515,447EDU,,07/12/1998,01/06/1999,"C/. Miguel Villanueva, 5 - 4º - 3ª",Logroño,26001,La Rioja,941270688,941255940,fundacionlogrones@fundacionlogrones.com,,2026-01-27T19:13:32.274534
26,"Rioja, La",RIBEREBRO,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=4857&index=1&lang=es_ES,=4857,2026-01-27T18:51:18.296626,G26392761,854EDU,,18/10/2005,18/11/2005,"C/ Gallo, s/n",Autol,26560,La Rioja,941254400,941254566,,,2026-01-27T19:13:33.825700
26,"Rioja, La",GRUPO GSI,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=4959&index=1&lang=es_ES,=4959,2026-01-27T18:51:18.313941,G26405498,943EDU,,01/06/2006,08/01/2007,"C/ General Vara de Rey, 9-4ª H",Logroño,26002,La Rioja,944278054,941289633,central@grupogsi.com,http://www.grupogsi.com,2026-01-27T19:13:35.403477
26,"Rioja, La",SERGIO JUÁN JORDÁN PARA LA INVESTIGACIÓN Y EL ESTUDIO DE LAS HERIDAS CRÓNICAS,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=5183&index=1&lang=es_ES,=5183,2026-01-27T18:51:18.322604,G26433342,1042EDU,,15/11/2007,08/04/2008,"Avenida de Navarra, nº 2",Logroño,26001,La Rioja,941239240,,informacion@fundacionsergiojuan.org,http://fundacionsergiojuan.org/,2026-01-27T19:13:37.146827
26,"Rioja, La",LUIS CACHO,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=5306&index=1&lang=es_ES,=5306,2026-01-27T18:51:18.345851,G26451997,1102EDU,,18/12/2008,23/01/2009,"C/ Piqueras, 31",Logroño,26006,La Rioja,941207267,,,,2026-01-27T19:13:38.801497
26,"Rioja, La",DEL OJA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=10017&index=1&lang=es_ES,=10017,2026-01-27T18:51:18.370545,G26066985,127CUL,,28/12/1987,20/06/1988,"C/. José Antonio, 39",Casalarreina,26230,La Rioja,916503734,,,,2026-01-27T19:13:40.534593
26,"Rioja, La",VIVANCO DE LA CULTURA DEL VINO,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=14214&index=1&lang=es_ES,=14214,2026-01-27T18:51:18.377385,G26315861,456CUL,,29/03/2001,04/07/2001,Carretera de Briones a San Vicente,Briones,26330,La Rioja,941322305,941322316,fundacion@dinastiavivanco.es,http://www.dinastiavivanco.com,2026-01-27T19:13:42.158364
26,"Rioja, La",VISIÓN MUNDI,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=14560&index=1&lang=es_ES,=14560,2026-01-27T18:51:18.398147,G83803080,593CUL,,30/10/2003,03/05/2004,"C/. Calvo Sotelo, 14 - Principal Izquierda",Logroño,26003,La Rioja,,,,,2026-01-27T19:13:44.326627
26,"Rioja, La",GARCÍA FAJER. EL ESPAÑOLETO,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=14817&index=1&lang=es_ES,=14817,2026-01-27T18:51:18.408497,G26383018,671CUL,,21/03/2005,05/09/2005,"C/. San Andrés, 37",Calahorra,26500,La Rioja,647644346,,,,2026-01-27T19:13:45.996031
26,"Rioja, La",PROMETE,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=14846&index=1&lang=es_ES,=14846,2026-01-27T18:51:18.429922,G26349258,689CUL,,02/04/2003,09/01/2006,"C/ Diego de Velázquez, 16-18 6ºB",Logroño,26007,La Rioja,941258730,,,,2026-01-27T19:13:47.803653
26,"Rioja, La",CULTURA Y COMUNICACIÓN,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=15394&index=1&lang=es_ES,=15394,2026-01-27T18:51:18.446528,G26395780,921CUL,,27/12/2005,12/05/2010,"C/. Fausto Elhuyar, 7 - Bajo",Logroño,26005,La Rioja,,,,,2026-01-27T19:13:49.324646
26,"Rioja, La",MARQUÉS DE MURRIETA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=15798&index=1&lang=es_ES,=15798,2026-01-27T18:51:18.461590,G36153823,1714CUL,,06/04/1988,02/02/2015,"Castillo de Ygay - Carretera de Zaragoza, Km.5",Logroño,26006,La Rioja,639124479,,c.cebrian@marquesdemurrieta.com,http://www.marquesdemurrieta.com,2026-01-27T19:13:50.910981
26,"Rioja, La",NUEVA EUROPA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16283&index=1&lang=es_ES,=16283,2026-01-27T18:51:18.471611,G26234195,298SND,,10/01/1996,26/06/1996,"C/Miguel Villanueva, 6 - 2°Izda. Oficina 5",Fuenmayor,26360,La Rioja,941249954,,,,2026-01-27T19:13:52.759539
26,"Rioja, La",GOOD PEOPLE FUND (LA BUENA GENTE),https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16284&index=1&lang=es_ES,=16284,2026-01-27T18:51:18.491220,G26303222,299SND,,01/06/2000,21/07/2000,"Plaza de la Florida, 9",Casalarreina,26230,La Rioja,,,fundacion@goodpeople.com,,2026-01-27T19:13:54.516100
26,"Rioja, La",PIONEROS,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16285&index=1&lang=es_ES,=16285,2026-01-27T18:51:18.509281,G26341529,300SND,,29/11/2002,10/03/2003,"C/ Portales, 27-planta 5 puerta b",Logroño,26001,La Rioja,676004575,941261940,gerencia@fundacionpioneros.org,http://www.fundacionpioneros.org,2026-01-27T19:13:56.797299
26,"Rioja, La",VALLE DEL EBRO,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16286&index=1&lang=es_ES,=16286,2026-01-27T18:51:18.522740,G26346189,301SND,,14/02/2003,19/03/2004,"Ayuntamiento de Calahorra, Glorieta de Quintiliano, s/n",Calahorra,26400,La Rioja,,,,,2026-01-27T19:13:59.471138
26,"Rioja, La",POR LA EXCELENCIA DE LAS ENTIDADES DE ECONOMIA SOCIAL,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16287&index=1&lang=es_ES,=16287,2026-01-27T18:51:18.543666,G26401877,302SND,,05/04/2006,11/09/2006,"C/ Parque San Miguel, 6 - bajo",Logroño,26006,La Rioja,,,,,2026-01-27T19:14:01.167232
26,"Rioja, La",PROFISEGUR,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16288&index=1&lang=es_ES,=16288,2026-01-27T18:51:18.559428,G26412122,303SND,,13/11/2006,12/09/2007,"c/ Padre Marín, 4 - bajo",Logroño,26004,La Rioja,,,,,2026-01-27T19:14:02.935798
26,"Rioja, La",OSGA RE-INTEGRA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16290&index=1&lang=es_ES,=16290,2026-01-27T18:51:18.576272,G26460550,305SND,,24/07/2009,17/12/2009,"c/ Portalada, 50 - Nave G8",Logroño,26006,La Rioja,,,,,2026-01-27T19:14:07.020887
26,"Rioja, La",DE ASISTENCIA AL ENTERRAMIENTO MUSULMAN,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16291&index=1&lang=es_ES,=16291,2026-01-27T18:51:18.588023,G26483180,306SND,,02/04/2012,08/06/2012,"C/ Esteban Manuel Villegas, 16",Logroño,26004,La Rioja,,,,,2026-01-27T19:14:08.756188
26,"Rioja, La",MAAT PARA EL DESARROLLO DE LOS PUEBLOS MARGINADOS,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16292&index=1&lang=es_ES,=16292,2026-01-27T18:51:18.607823,G26386995,307SND,,26/05/2005,26/07/2005,"Carretera Nacional 232, s/n",Briones,26330,La Rioja,,,,,2026-01-27T19:14:10.596002
26,"Rioja, La",Espacios XXI,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=17399&index=1&lang=es_ES,=17399,2026-01-27T18:51:18.622636,G84295351,43AGR,,05/08/2005,14/12/2005,"c/ Huesca nº 16-bis, 6º-B",Logroño,26002,La Rioja,,,,,2026-01-27T19:14:12.171365
26,"Rioja, La",BUHO BLANCO,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=18060&index=1&lang=es_ES,=18060,2026-01-27T18:51:18.639225,G26556514,2129JUS,,18/06/2018,05/11/2018,"C/ Los Sequeros, nº 4 del Polígono La Variante",Lardero,26140,La Rioja,659403129,,,,2026-01-27T19:14:13.668110
26,"Rioja, La",AMBITO ARTE,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=17978&index=1&lang=es_ES,=17978,2026-01-27T18:51:18.655764,G26554139,2187JUS,,23/01/2018,09/04/2019,"C/ Vélez de Guevara 36 bajo, entrada por la calle Huesca 74-76",Logroño,26005,La Rioja,650453445,,gonzalez_zorzano@hotmail.com,,2026-01-27T19:14:15.438317
26,"Rioja, La",ETTY HILLESUM ESPAÑA DELEGACIÓN DE LA FUNDACIÓN ETTY HILLESUM,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=18121&index=1&lang=es_ES,=18121,2026-01-27T18:51:18.671282,G26560599,2189JUS,,26/04/2018,23/04/2019,"C/ Baltasar Gracián, nº 8, 3º Pta C",Logroño,26006,La Rioja,616171645,,,,2026-01-27T19:14:16.925747
26,"Rioja, La",PLANWAY,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=18833&index=1&lang=es_ES,=18833,2026-01-27T18:51:18.685601,G72967797,2714JUS,,12/01/2023,27/04/2023,Calle Las Cañas 81,Logroño,26009,La Rioja,,,,,2026-01-27T19:14:18.595499
26,"Rioja, La",LA HISPANO ARNEDANA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=19237&index=1&lang=es_ES,=19237,2026-01-27T18:51:18.698848,G75792044,3057JUS,,28/02/2025,06/11/2025,"C/ Santa María 8, Polígono Industrial La Portalada II",Logroño,26006,La Rioja,,,,,2026-01-27T19:14:20.795634
27,Lugo,PARA EL DESARROLLO SOCIAL POLIVALENTE,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=2172&index=1&lang=es_ES,=2172,2026-01-27T18:51:22.112990,G81488942,308EDU,,18/06/1996,31/10/1996,"Avenida de Madrid, 38 entreplanta D-E",Lugo,27002,Lugo,918042872,,ca-fundespol@mixmail.com,,2026-01-27T19:14:22.405312
27,Lugo,JOSÉ LODEIRO PIÑEIROA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=10155&index=1&lang=es_ES,=10155,2026-01-27T18:51:22.136141,,6CUL,,18/01/1935,07/12/1935,Ayuntamiento,Mondoñedo,27740,Lugo,,,,,2026-01-27T19:14:23.828229
27,Lugo,PATRONATO PASCUAL VEIGA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=10156&index=1&lang=es_ES,=10156,2026-01-27T18:51:22.154609,,8CUL,,23/10/1931,10/10/1941,Alcaldía,Mondoñedo,27740,Lugo,,,,,2026-01-27T19:14:25.837367
27,Lugo,XOSE SOTO DE FION,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=10346&index=1&lang=es_ES,=10346,2026-01-27T18:51:22.170356,G27224245,311CUL,,02/10/1996,07/02/1997,Arxeriz,O Saviñao,27540,Lugo,600433121,,jaledomendez@gmail.com,,2026-01-27T19:14:27.532904
27,Lugo,UXÍO NOVONEYRA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=15484&index=1&lang=es_ES,=15484,2026-01-27T18:51:22.187211,G27407238,1037CUL,,01/04/2011,05/03/2012,"C/. Parada do Courel, 1",Folgoso do Courel,27325,Lugo,671445247,981557242,,,2026-01-27T19:14:30.375553
27,Lugo,VIGUELUT,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=18245&index=1&lang=es_ES,=18245,2026-01-27T18:51:22.196330,G27510395,2264JUS,,30/05/2019,03/12/2019,Carretera Fonsagrada 73,Lugo,27190,Lugo,630676561,,,,2026-01-27T19:14:32.074721
27,Lugo,ETICAS DATA SOCIETY,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=18062&index=1&lang=es_ES,=18062,2026-01-27T18:51:22.222452,G67267120,2524JUS,,16/04/2021,07/03/2022,"Calle Vigo de Sarria, 46",Sarriá,27600,Lugo,936005400,,adm@eticasconsulting.com,,2026-01-27T19:14:33.627552
28,Madrid,YEHUDI MENUHIN ESPAÑA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=1536&index=1&lang=es_ES,=1536,2026-01-27T18:51:25.787136,G82260282,436EDU,,19/02/1999,11/03/1999,"Avda. Ciudad de Barcelona, 208 - 1º A",Madrid,28007,Madrid,915340143,914560694,fyme@fundacionyehudimenuhin.org,http://www.fundacionyehudimennuhin.org,2026-01-27T19:14:36.323172
28,Madrid,ESCUELA DE GOBIERNO,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=2076&index=1&lang=es_ES,=2076,2026-01-27T18:51:25.804452,G81424723,297EDU,,28/03/1996,14/06/1996,"C/. Martín Pescador, 8",Pozuelo de Alarcón,28224,Madrid,915185871,915185896,elena.alcantara@upm.es,,2026-01-27T19:14:38.127771
28,Madrid,NACIONAL PARA EL DESARROLLO DE LA EDUCACIÓN INFANTIL (FUNDEI),https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=2077&index=1&lang=es_ES,=2077,2026-01-27T18:51:25.819254,F81391765,298EDU,,20/02/1996,14/06/1996,"C/. Collado de Marichiva, 2 - 2º F",Madrid,28035,Madrid,915213581,913160629,fundacion@fundei.e.telefonica.net,http://www.fundei-edu.org,2026-01-27T19:14:39.744530
28,Madrid,AMIGOS DE LA UNIVERSIDAD DE NAVARRA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=2078&index=1&lang=es_ES,=2078,2026-01-27T18:51:25.834861,G81415085,299EDU,,07/03/1996,14/06/1996,"C/. Núñez de Balboa, 56 1º G",Madrid,28001,Madrid,914318035,,rbandres@unav.es,http://www.unav.es/amigos,2026-01-27T19:14:42.019007
28,Madrid,RAMÓN ARECES,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=2080&index=1&lang=es_ES,=2080,2026-01-27T18:51:25.852699,G28459311,69EDU,,16/03/1976,28/09/1976,"C/. Vitruvio, 5",Madrid,28006,Madrid,915158980,915645243,secretaria@fundacionareces.es,http://www.fundacionareces.es,2026-01-27T19:14:44.055968
28,Madrid,"FAMILIA, SOCIEDAD Y EDUCACIÓN",https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=2081&index=1&lang=es_ES,=2081,2026-01-27T18:51:25.866829,G28466423,70EDU,,09/07/1976,16/10/1976,"Calle Ríos Rosas 44-A, 1º",Madrid,28003,Madrid,915543886,915544124,fase@fasefundacion.org,http://www.fasefundacion.org,2026-01-27T19:14:46.174188
28,Madrid,INSTITUCIONAL ESPAÑOLA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=2082&index=1&lang=es_ES,=2082,2026-01-27T18:51:25.881555,G28436525,71EDU,,09/06/1976,20/06/1977,"C/. Gran Vía, 16.",Madrid,28013,Madrid,917014709,917014701,fundacion@fies.es,http://www.fies.es,2026-01-27T19:14:48.929296
28,Madrid,FRANCISCO GINER DE LOS RÍOS,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=2083&index=1&lang=es_ES,=2083,2026-01-27T18:51:25.897580,G78054103,72EDU,,14/06/1916,20/06/1977,"Paseo General Martínez Campos,14",Madrid,28010,Madrid,914460197,914468068,ile@fundacionginer.org,http://www.margen.com/ile,2026-01-27T19:14:51.651450
28,Madrid,CULTURA EMPRESA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=2085&index=1&lang=es_ES,=2085,2026-01-27T18:51:25.912435,G78562584,183EDU,,28/07/1987,14/05/1991,"C/ Costa Brava, nº 6",Madrid,28034,Madrid,915763304,,,,2026-01-27T19:14:53.573525
28,Madrid,CASTROVERDE,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=2086&index=1&lang=es_ES,=2086,2026-01-27T18:51:25.927064,G28572204,73EDU,,02/02/1977,16/07/1977,"Calle General Oraá, nº 62, 1º",Madrid,28006,Madrid,913564404,917267905,fundacioncastroverde@fund-castroverde.es,http://www.fund-castroverde.es,2026-01-27T19:14:55.357383
28,Madrid,ESPAÑOLA DE RADIOLOGÍA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=2088&index=1&lang=es_ES,=2088,2026-01-27T18:51:25.947363,G28557049,74CIN,,25/05/1977,30/09/1977,"C/ Alcalá nº 135, 1º",Madrid,28009,Madrid,915752613,,fundacion@seram.es,,2026-01-27T19:14:57.827331
28,Madrid,GARCÍA CABRERIZO,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=2089&index=1&lang=es_ES,=2089,2026-01-27T18:51:25.963220,G79771424,76CIN,,24/05/1977,05/12/1977,"C/. Vitruvio, 23",Madrid,28006,Madrid,915634053,914115588,mail@oficinagarciacabrerizo.es,,2026-01-27T19:14:59.361434
28,Madrid,PROYECTO REFORMISMO 21,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=2090&index=1&lang=es_ES,=2090,2026-01-27T18:51:25.979687,G28518546,77EDU,,13/10/1977,30/01/1978,"C/ Génova, 13",Madrid,28004,Madrid,914350629,914351057,fhd@humanismoydemocracia.org,http://www.humanismoydemocracia.org,2026-01-27T19:15:01.970972
28,Madrid,CENTRO DE ESTUDIOS MONETARIOS Y FINANCIEROS,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=2091&index=1&lang=es_ES,=2091,2026-01-27T18:51:25.994917,G79812806,182EDU,,09/01/1991,12/04/1991,"C/. Casado del Alisal, 5",Madrid,28014,Madrid,914290551,914291056,cemfi@cemfi.es,http://www.cemfi.es,2026-01-27T19:15:06.697376
28,Madrid,SANTA MARÍA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=2093&index=1&lang=es_ES,=2093,2026-01-27T18:51:26.008791,G28534204,78EDU,,14/11/1977,05/05/1978,"C/. Impresores, 2 - Urbanización Prado del Espino",Boadilla del Monte,28660,Madrid,915730299,915040135,fsm.@fundacion-sm.com,http://www.grupo-sm.com,2026-01-27T19:15:09.802463
28,Madrid,NAO SANTA MARÍA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=2094&index=1&lang=es_ES,=2094,2026-01-27T18:51:26.027755,G79838389,180EDU,,26/11/1990,08/04/1991,"C/. Antonio Maura, 16",Madrid,28014,Madrid,,,,,2026-01-27T19:15:11.368488
28,Madrid,PARA EL DESARROLLO DE LA ENFERMERÍA FUDEN,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=2095&index=1&lang=es_ES,=2095,2026-01-27T18:51:26.045302,G79069746,181EDU,,28/06/1989,08/04/1991,"Calle Veneras 9 , 5ª Planta",Madrid,28013,Madrid,915474881,915422068,fuden@fuden.es,http://www.fuden.es,2026-01-27T19:15:13.721513
28,Madrid,PABLO IGLESIAS,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=2096&index=1&lang=es_ES,=2096,2026-01-27T18:51:26.061179,G28667061,79EDU,,12/09/1977,19/06/1978,"Calle Quintana 1, 2º A",Madrid,28008,Madrid,913104313,,fpi@fpabloiglesias.es,http://www.fundacionpabloiglesias.es,2026-01-27T19:15:16.538834
28,Madrid,CARMEN PARDO VALCARCE,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=2098&index=1&lang=es_ES,=2098,2026-01-27T18:51:26.077730,G79571014,179EDU,,24/10/1990,04/03/1991,"C/ Monasterio de las Huelgas, 15",Madrid,28049,Madrid,917355790,917355799,harold@fcpv.es,http://www.pardo-valcarce.com,2026-01-27T19:15:18.697431
28,Madrid,JOSEPH VON GOERRES,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=2099&index=1&lang=es_ES,=2099,2026-01-27T18:51:26.098137,G28748523,80EDU,,01/12/1977,26/06/1978,"C/. Serrano, 123",Madrid,28006,Madrid,913668508,913668508,bibliotecagoerres@sandamaso.es,,2026-01-27T19:15:20.240982
28,Madrid,DOCTOR JUAN SANZ RAMOS,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=2101&index=1&lang=es_ES,=2101,2026-01-27T18:51:26.110043,G28546968,83EDU,,22/05/1978,19/09/1978,"C/. Covarrubias, 4",Madrid,28010,Madrid,915419630,,,,2026-01-27T19:15:21.835444
28,Madrid,INSTITUTO SINDICAL DE COOPERACIÓN AL DESARROLLO (ISCOD),https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=2102&index=1&lang=es_ES,=2102,2026-01-27T18:51:26.132759,G79436481,178EDU,,01/02/1990,15/01/1991,"Avenida de América, 25",Madrid,28002,Madrid,913879284,915890937,iscod@iscod.org,http://www.iscod.org,2026-01-27T19:15:25.210339
28,Madrid,INVESTIGACIÓN DE ESTUDIOS SUPERIORES INTERNACIONALES,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=2103&index=1&lang=es_ES,=2103,2026-01-27T18:51:26.148560,G79416764,173EDU,,05/04/1990,22/10/1990,"C/. María de Molina, 40",Madrid,28006,Madrid,,,,,2026-01-27T19:15:26.803268
28,Madrid,PARA LA ECOLOGÍA Y LA PROTECCIÓN DEL MEDIO AMBIENTE (FEPMA),https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=2105&index=1&lang=es_ES,=2105,2026-01-27T18:51:26.163718,G28752053,84EDU,,30/05/1978,10/11/1978,"Paseo de la Castellana, 8 - 5º Izquierda",Madrid,28046,Madrid,915754168,,fepmaupd@wanadoo.es,http://www.updfepma.org,2026-01-27T19:15:29.148058
28,Madrid,ALVARO ENTRECANALES,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=2106&index=1&lang=es_ES,=2106,2026-01-27T18:51:26.179219,G28554566,85EDU,,29/12/1977,04/12/1978,"C/ Velázquez, 140",Madrid,28006,Madrid,916632363,916632929,,,2026-01-27T19:15:31.419452
28,Madrid,PARA EL DESARROLLO DE LA INVESTIGACIÓN EN BIOLOGÍA ANIMAL,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=2107&index=1&lang=es_ES,=2107,2026-01-27T18:51:26.195700,,142CIN,,11/03/1986,04/04/1988,"C/. Tormenta, 4",Majadahonda,28220,Madrid,916360268,916375313,,,2026-01-27T19:15:33.043740
28,Madrid,ANTONIO DE NEBRIJA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=2108&index=1&lang=es_ES,=2108,2026-01-27T18:51:26.211151,G78540549,146EDU,,25/06/1987,19/07/1988,"Calle Santa Cruz de Marcenado, 27",Madrid,28015,Madrid,914511150,915501409,fundacion.secretaria@nebrija.es,http://www.nebrija.es,2026-01-27T19:15:35.201325
