codigo_ine_provincia,nombre_provincia,nombre_fundacion,enlace_detalle,codigo_registro,timestamp,nif,numero_registro,fecha_extincion,fecha_constitucion,fecha_inscripcion,domicilio,localidad,codigo_postal,provincia_detalle,telefono,fax,email,web,fecha_extraccion
3,Alicante/Alacant,PARA EL FOMENTO DE LA EQUITACIÓN DEPORTIVA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=5550&index=1&lang=es_ES,=5550,2026-01-27T18:49:49.296454,G54521745,1301EDU,,20/09/2010,16/11/2010,"Replaceta de las Barcas, 5 bajo",Elche,3203,Alicante/Alacant,,,,,2026-01-27T19:19:39.027170
3,Alicante/Alacant,INSTITUTO EUROPEO PARA EL ESTUDIO DE LA LONGEVIDAD,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=5614&index=1&lang=es_ES,=5614,2026-01-27T18:49:49.312198,G54526603,1372EDU,,29/10/2010,18/05/2011,"Aparthotel Benidorm Vida&Golf- Avd. Adolfo Suarez, 7",Benidorm,3503,Alicante/Alacant,962783029.0,962792745.0,secretariageneral@fieel.org,http://www.fieel.org,2026-01-27T19:19:41.177196
3,Alicante/Alacant,FAIR PLAY PARA EL DESARROLLO Y FOMENTO DEL FÚTBOL BASE,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=5621&index=1&lang=es_ES,=5621,2026-01-27T18:49:49.327404,G54556519,1358EDU,,17/03/2011,29/04/2011,"Avenida Alacant, 132",Elche,3202,Alicante/Alacant,616490567.0,,fsalas@fundacionfairplay.com,http://www.fundacionfairplay.com,2026-01-27T19:19:42.982514
3,Alicante/Alacant,INTERNATIONAL WALDORF COLLEGE,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=5750&index=1&lang=es_ES,=5750,2026-01-27T18:49:49.343246,G54639281,1480EDU,,30/05/2012,18/06/2012,C/ Partida Els Tolls nº 5,Benidorm,3502,Alicante/Alacant,,,,,2026-01-27T19:19:44.681645
3,Alicante/Alacant,PARA EL ESTUDIO Y PROMOCIÓN DE LA SOCIEDAD CIVIL SOCIES,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=10251&index=1&lang=es_ES,=10251,2026-01-27T18:49:49.348079,G80713720,227CUL,,21/09/1993,16/12/1993,"Avenida Doctor Ramón y Cajal, 11",Alicante,3003,Alicante/Alacant,965121820.0,914352450.0,,,2026-01-27T19:19:46.797848
3,Alicante/Alacant,KNECHTDRENTH,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=10361&index=1&lang=es_ES,=10361,2026-01-27T18:49:49.372934,G53099610,326CUL,,07/03/1996,09/06/1997,"C/. Molina,17",Callosa D'en Sarriá,3510,Alicante/Alacant,965882168.0,,,,2026-01-27T19:19:48.838296
3,Alicante/Alacant,COFRADE,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=11520&index=1&lang=es_ES,=11520,2026-01-27T18:49:49.379395,G53311528,368CUL,,15/10/1998,18/11/1998,"Replaceta de las Barcas, 5 - Bajo",Elche,3203,Alicante/Alacant,965454064.0,965420834.0,funcofrade@terra.com,,2026-01-27T19:19:50.502839
3,Alicante/Alacant,"IDEHAR, INICIATIVAS PARA EL DESARROLLO DEL HOMBRE DESDE EL ARTE",https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=14071&index=1&lang=es_ES,=14071,2026-01-27T18:49:49.401772,G53472601,428CUL,,20/06/2000,27/09/2000,"Plaza de la Montañeta, 7 - bajo",Alicante,3001,Alicante/Alacant,,,,,2026-01-27T19:19:52.277788
3,Alicante/Alacant,RADIO ELCHE,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=14081&index=1&lang=es_ES,=14081,2026-01-27T18:49:49.420559,G53492732,432CUL,,27/09/2000,27/10/2000,"C/. Doctor Caro, 43",Elche,3201,Alicante/Alacant,,,,,2026-01-27T19:19:53.942691
3,Alicante/Alacant,NORUEGA COSTA BLANCA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=14463&index=1&lang=es_ES,=14463,2026-01-27T18:49:49.435741,G53739256,516CUL,,13/02/2003,10/04/2003,"C/. Río Tajo, 20",Alfaz del Pi,3580,Alicante/Alacant,965228351.0,965132041.0,guirao@guiraoalcaraz.com,,2026-01-27T19:19:55.943340
4,Almería,ALMEDINA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=2498&index=1&lang=es_ES,=2498,2026-01-27T18:49:52.923983,G04241808,384EDU,,17/11/1995,17/04/1998,"C/. Doctor Gregorio Marañón, 37 , entresuelo",Almería,4005,Almería,950220612.0,950220932.0,,,2026-01-27T19:19:57.859550
4,Almería,DE EDUCACIÓN NACIONAL DE ADMINISTRADORES DE FINCAS,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=4866&index=1&lang=es_ES,=4866,2026-01-27T18:49:52.941576,G04539367,872EDU,,19/10/2005,26/01/2006,"C/. Ricardos, 7 - 1º",Almería,4001,Almería,950276777.0,950257834.0,950257834@abacos.es.telefonica.net,,2026-01-27T19:19:59.742940
4,Almería,SOLIRIS,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=5379&index=1&lang=es_ES,=5379,2026-01-27T18:49:52.949410,G04680161,1235EDU,,19/06/2009,09/04/2010,"Camino de Cueva Negra, s/n",Mojácar,4825,Almería,913192733.0,,,,2026-01-27T19:20:01.708905
4,Almería,TALENTO PARA EL MUNDO,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=5683&index=1&lang=es_ES,=5683,2026-01-27T18:49:52.969940,G04731378,1426EDU,,11/11/2011,01/12/2011,"Carretera de los Parrales, 89 (Aguadulce)",Roquetas de Mar,4720,Almería,,,,,2026-01-27T19:20:03.466144
4,Almería,IBN TUFAYL DE ESTUDIOS ÁRABES,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=14516&index=1&lang=es_ES,=14516,2026-01-27T18:49:52.989780,G04453510,538CUL,,07/07/2003,08/09/2003,"C/. Al -Andalus, 9",Almería,4008,Almería,950237709.0,,informa@ibntufayl.org,http://www.ibntufayl.org,2026-01-27T19:20:06.229610
4,Almería,INTERNACIONAL ARTE CIUDAD/ARTE CITTÁ,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=14848&index=1&lang=es_ES,=14848,2026-01-27T18:49:53.010443,G04564357,743CUL,,05/08/2005,19/12/2006,"C/. Castillo, s/n",Cuevas del Almanzora,4610,Almería,950456488.0,950456912.0,,,2026-01-27T19:20:07.869269
4,Almería,INTELIGENCIA XXI,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=15622&index=1&lang=es_ES,=15622,2026-01-27T18:49:53.034236,G04763322,1578EDU,,12/03/2013,01/07/2013,"C/ San Leonardo, 23 1º A",Almería,4004,Almería,,,,,2026-01-27T19:20:09.609361
4,Almería,INSTITUTO GERONTOLOGICO NACIONAL PARA LA DEFENSA Y PROTECCION DE PERSONAS MAYORES,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16011&index=1&lang=es_ES,=16011,2026-01-27T18:49:53.051980,G80152614,26SND,,01/10/1991,12/06/1992,"Avda. Pablo Iglesias, 8 - 1º F",Almería,4003,Almería,950257700.0,950266307.0,resiblua@ign.e.telefonica.net,,2026-01-27T19:20:11.291998
4,Almería,ALMERIA SOLIDARIA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16012&index=1&lang=es_ES,=16012,2026-01-27T18:49:53.072237,G04246757,27SND,,18/01/1996,14/05/1997,Pza. San Francisco - Parroquia de la Concepción,Albox,4800,Almería,950430235.0,,,,2026-01-27T19:20:14.084110
4,Almería,SIN BARRERAS DE COMUNICACION,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16013&index=1&lang=es_ES,=16013,2026-01-27T18:49:53.091715,G04278719,28SND,,05/06/1997,02/04/1998,"Avda. Nicolás Salmerón, 2 - 4ºA",El Ejido,4700,Almería,950487497.0,950570422.0,fsbc@telefonica.net,,2026-01-27T19:20:15.701981
4,Almería,FRANCISCO NAVARRETE,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16014&index=1&lang=es_ES,=16014,2026-01-27T18:49:53.110842,G04435665,29SND,,24/10/2002,20/06/2003,"c/ Alzira, 3 - 3º J",El Ejido,4700,Almería,,950482639.0,fundacionfn@cajamar.com,,2026-01-27T19:20:17.729040
4,Almería,CAJAMAR,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16015&index=1&lang=es_ES,=16015,2026-01-27T18:49:53.132334,G04535654,30SND,,04/10/2005,08/02/2006,"Puerta de Purchena, 10 3ª PI. Edificio Las Mariposas",Almería,4001,Almería,,950210242.0,fundacion@fundacioncajamar.es,http://www.fundacioncajamar.es,2026-01-27T19:20:19.848377
4,Almería,NO ESTAS SOLO,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16016&index=1&lang=es_ES,=16016,2026-01-27T18:49:53.150303,G04646378,31SND,,25/04/2008,19/09/2008,"c/ Alcalá, 35",Las Cabañuelas de Vicar,4738,Almería,,,,,2026-01-27T19:20:21.650584
4,Almería,INDALVIDA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16017&index=1&lang=es_ES,=16017,2026-01-27T18:49:53.170641,G04655049,32SND,,06/10/2008,23/02/2009,"c/ José Romera Granados, 11",Canjáyar,4450,Almería,,,,,2026-01-27T19:20:23.411134
4,Almería,ALAND,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=17714&index=1&lang=es_ES,=17714,2026-01-27T18:49:53.188454,G87637831,1939JUS,,24/11/2016,28/09/2017,Cortijo El Ciruelo,Chirivel,4825,Almería,610566292.0,,,,2026-01-27T19:20:25.119255
4,Almería,RECOPEMA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=17755&index=1&lang=es_ES,=17755,2026-01-27T18:49:53.207173,G04856142,2078JUS,,24/01/2017,31/08/2018,C/ Inés Baró nº 1,Vélez Rubio,4820,Almería,968462436.0,,,,2026-01-27T19:20:26.854968
4,Almería,MANUEL FALCES,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=18064&index=1&lang=es_ES,=18064,2026-01-27T18:49:53.227650,G04890232,2135JUS,,25/07/2018,21/11/2018,"Avda. Federico García Lorca, nº 80, 20 A",Almería,4005,Almería,676228761.0,,,,2026-01-27T19:20:28.582745
4,Almería,"ARTCUPA PARA LA PROMOCIÓN DEL ARTE, LA CULTURA Y EL PATRIMONIO.",https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=17994&index=1&lang=es_ES,=17994,2026-01-27T18:49:53.246680,G04882270,2146JUS,,13/03/2018,11/12/2018,Urbanización Valle del Este- Centro Comercial 27,Vera,4620,Almería,657942847.0,,,,2026-01-27T19:20:30.353942
4,Almería,FRANCISCO VARGAS,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=18321&index=1&lang=es_ES,=18321,2026-01-27T18:49:53.268023,G04920138,2389JUS,,27/11/2019,24/05/2021,"Avenida de la Envía, 6-Apto 7-Planta 2ª",Vicar,4727,Almería,659093122.0,,,,2026-01-27T19:20:32.010360
4,Almería,CELLBITEC,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=18296&index=1&lang=es_ES,=18296,2026-01-27T18:49:53.286783,G04920096,2414JUS,,21/11/2019,06/09/2021,"Calle Regaliz número 6, Polígono de la Celulosa",Almería,4007,Almería,675651435.0,,,,2026-01-27T19:20:33.802473
4,Almería,MARIA FERNANDEZ VEGA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=18498&index=1&lang=es_ES,=18498,2026-01-27T18:49:53.305618,G05495908,2525JUS,,13/05/2021,07/03/2022,"C/ Real Alcantarilla, 17 1º-E",Tíjola,4880,Almería,,,,,2026-01-27T19:20:35.566010
4,Almería,GRUPO CAJAMAR,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=18603&index=1&lang=es_ES,=18603,2026-01-27T18:49:53.327683,G67733188,2527JUS,,28/10/2021,30/03/2022,"Puerta de Purchena, número 10, “Edificio de las mariposas”,",Almería,4001,Almería,,,,,2026-01-27T19:20:37.430899
4,Almería,FAST ESPAÑA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=18448&index=1&lang=es_ES,=18448,2026-01-27T18:49:53.345226,G42868455,2598JUS,,03/02/2021,25/08/2022,"C/ Espliego, 3",Vélez-Rubio,4820,Almería,,,,,2026-01-27T19:20:39.312548
4,Almería,ISABEL ENRIQUE DIAZ,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=18604&index=1&lang=es_ES,=18604,2026-01-27T18:49:53.360770,G67860056,2618JUS,,23/11/2021,20/09/2022,"Calle Rio Aguas 56, Polígono Industrial La Juaida",Viator,4240,Almería,606673768.0,,,,2026-01-27T19:20:40.996769
4,Almería,DUNDU ÁFRICA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=18872&index=1&lang=es_ES,=18872,2026-01-27T18:49:53.377153,G44998763,2773JUS,,10/03/2023,18/09/2023,"Calle Tordesillas número 34, oficina 3",Roquetas de Mar,4720,Almería,,,,,2026-01-27T19:20:42.898100
4,Almería,LA ESPERANZA DE MARÍA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=19040&index=1&lang=es_ES,=19040,2026-01-27T18:49:53.392438,G70714969,2888JUS,,01/02/2024,04/06/2024,"Calle De la Santa Cruz, 11",Dalias,4750,Almería,,,,,2026-01-27T19:20:44.766582
4,Almería,MVRGI VECINOS DEL EJIDO,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=18958&index=1&lang=es_ES,=18958,2026-01-27T18:49:53.406069,G56333933,2948JUS,,31/08/2023,22/10/2024,"Calle Cervantes, nº 123, 1º B",El Ejido,4700,Almería,,,,,2026-01-27T19:20:46.543791
5,Ávila,TELLAMAR,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=3466&index=1&lang=es_ES,=3466,2026-01-27T18:49:56.796772,G05156815,458EDU,,26/04/1999,16/07/1999,"C/ San Segundo, 42-44",Ávila,5001,Ávila,915448050.0,915448621.0,megar@planalfa.es,,2026-01-27T19:20:48.440837
5,Ávila,CENTRO INTERNACIONAL TERESIANO SANJUANISTA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=4414&index=1&lang=es_ES,=4414,2026-01-27T18:49:56.817919,R0500363G,658EDU,,08/10/2002,05/02/2003,"C/, Arroyo Vacas, 3",Avila,5005,Ávila,914729576.0,920251694.0,fundacion@citesavila.org,,2026-01-27T19:20:50.495458
5,Ávila,CLAUDIO SÁNCHEZ ALBORNOZ,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=10081&index=1&lang=es_ES,=10081,2026-01-27T18:49:56.841900,G05010566,69CUL,,26/06/1984,30/07/1984,"Paseo Dos de Mayo, 8, Edificio Nebreda",Avila,5001,Ávila,920357134.0,920224047.0,fundacion@sanchez-albornoz.com,http://www.fsanchez-albornoz.com,2026-01-27T19:20:53.519384
5,Ávila,V CENTENARIO DEL NACIMIENTO DE SANTA TERESA DE JESÚS,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=15639&index=1&lang=es_ES,=15639,2026-01-27T18:49:56.859082,G05238530,1570CUL,,05/03/2013,17/06/2013,c/ Arroyo Vacas nº 3,Ávila,5005,Ávila,,,,,2026-01-27T19:20:55.254492
5,Ávila,LUMBRERAS-COLECCIÓN ADRASTUS,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=15843&index=1&lang=es_ES,=15843,2026-01-27T18:49:56.879991,G05248893,1757CUL,,09/06/2015,13/07/2015,calle San Ignacio de Loyola número 8,ARÉVALO,5200,Ávila,618475707.0,,,,2026-01-27T19:20:57.072942
6,Badajoz,ANAS,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=5288&index=1&lang=es_ES,=5288,2026-01-27T18:50:00.410795,G06547707,1109EDU,,08/10/2008,05/02/2009,"C/ Anas, s/n",Mérida,6800,Badajoz,924304595.0,,anas@fundacionanas.org,,2026-01-27T19:20:58.769124
6,Badajoz,PARA LA GESTIÓN DEL CONOCIMIENTO Y LA INVESTIGACIÓN BIOMÉDICA SÁNCHEZ TRANCÓN (BIOINNOVA.ST),https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=5313&index=1&lang=es_ES,=5313,2026-01-27T18:50:00.431372,G06553135,1121CIN,,16/01/2009,02/03/2009,"C/ Jacobo Rodríguez Pereira, 21",Badajoz,6010,Badajoz,924240351.0,924240990.0,fundacion@bioinnovast.es,http://www.bioinnovast.es,2026-01-27T19:21:00.908193
6,Badajoz,UBUNTU AFRICA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=5646&index=1&lang=es_ES,=5646,2026-01-27T18:50:00.462509,G65578122,1390CIN,,24/05/2011,15/07/2011,"c/ de Castillo Puebla de Alcocer, 10",Badajoz,6006,Badajoz,,,,,2026-01-27T19:21:02.866323
6,Badajoz,DE ESTUDIOS ROMANOS,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=10295&index=1&lang=es_ES,=10295,2026-01-27T18:50:00.483443,G06236574,269CUL,,04/10/1995,26/01/1996,"C/. José Ramón Melida, s/n",Mérida,6800,Badajoz,924330104.0,924304368.0,info@fuer.org,http://www.fuer.org,2026-01-27T19:21:08.814972
6,Badajoz,CIUDADANÍA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=14809&index=1&lang=es_ES,=14809,2026-01-27T18:50:00.493624,G06447676,665CUL,,07/06/2005,04/07/2005,"Centro integral de Desarrollo “Municipios Centro”. Carretera de Sevilla, nº 8",CALAMONTE,6810,Badajoz,,924374587.0,contacto@fundacionciudadania.es,http://www.fundacionciudadania.es,2026-01-27T19:21:11.078853
6,Badajoz,JUAN DE AVALOS,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=15009&index=1&lang=es_ES,=15009,2026-01-27T18:50:00.521846,G84856582,752CUL,,26/09/2006,06/03/2007,"C/. John Lennon, 5 - C.C. Alcazaba",Mérida,6800,Badajoz,917660952.0,917665525.0,,,2026-01-27T19:21:12.977444
6,Badajoz,8 DE MARZO PARA LA PROMOCION DE MUJERES Y JOVENES,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16018&index=1&lang=es_ES,=16018,2026-01-27T18:50:00.536155,G06203996,33SND,,26/05/1994,28/02/1995,"C/Camilo José Cela, 6 - 1ºB",Mérida,6800,Badajoz,924330582.0,,,,2026-01-27T19:21:15.280427
6,Badajoz,JOSEMARIA ORDIALES,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16019&index=1&lang=es_ES,=16019,2026-01-27T18:50:00.551623,G06271209,34SND,,08/10/1997,01/12/1997,"C/Marín de Rodezno, 1 - 2ºB",Badajoz,6003,Badajoz,924254458.0,924254458.0,info@fundacionjmordiales.org,,2026-01-27T19:21:17.019439
6,Badajoz,ACOREX PARA EL FOMENTO DE LA ECONOMÍA SOCIAL Y LA COOPERACIÓN PARA EL DESARROLLO (FAESCO),https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16020&index=1&lang=es_ES,=16020,2026-01-27T18:50:00.565317,G06313969,35SND,,28/10/1999,17/01/2000,"Avda. Juan Carlos I, 41 - bajo",Mérida,6800,Badajoz,924388228.0,924316814.0,faesco@bme.es,,2026-01-27T19:21:19.033101
6,Badajoz,SORAPAN DE RIEROS,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16022&index=1&lang=es_ES,=16022,2026-01-27T18:50:00.576294,G06319891,37SND,,01/02/2000,15/06/2000,"c/ Museo, 5 - 3ºC",Badajoz,6001,Badajoz,,924227326.0,funsorapan@yahoo.es,http://www.fundacionsorapan.org,2026-01-27T19:21:21.102523
6,Badajoz,JARA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16023&index=1&lang=es_ES,=16023,2026-01-27T18:50:00.592726,G06377865,38SND,,11/09/2002,11/12/2002,"Carretera de Circunvalación, s/n (junto a Carrefour)",Villanueva de la Serena,6700,Badajoz,,,olga@ficolsa.es,,2026-01-27T19:21:22.985943
6,Badajoz,PROES,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16025&index=1&lang=es_ES,=16025,2026-01-27T18:50:00.607669,G06537377,40SND,,24/04/2008,09/07/2008,"C/ Ángel Quintanilla Ulla, número 1 Entreplanta D",Badajoz,6007,Badajoz,924243429.0,924244316.0,proes@fundacionproes.es,,2026-01-27T19:21:24.699037
6,Badajoz,NEOFACIAL,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16026&index=1&lang=es_ES,=16026,2026-01-27T18:50:00.619870,G06595391,41SND,,12/01/2011,28/02/2011,"Paseo Conde de Barcelona, 19",Badajoz,6010,Badajoz,,,,,2026-01-27T19:21:26.637168
6,Badajoz,ALUCOD,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16027&index=1&lang=es_ES,=16027,2026-01-27T18:50:00.638599,G06651020,42SND,,14/10/2013,13/03/2014,Avda. Dr. Fleming s/n Edificio el Patio,Llerena,6900,Badajoz,,,,,2026-01-27T19:21:28.446843
6,Badajoz,FACS-EUROPA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16167&index=1&lang=es_ES,=16167,2026-01-27T18:50:00.659452,G09346313,182SND,,16/10/1998,18/03/1999,"Avda. Sinforiano Madroñero, 29. 9º A",Badajoz,6011,Badajoz,,,,,2026-01-27T19:21:30.352668
6,Badajoz,POR LA SOSTENIBILIDAD PARTICIPATIVA INNOGESTIONA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=18602&index=1&lang=es_ES,=18602,2026-01-27T18:50:00.669969,G67854752,2595JUS,,04/11/2021,25/08/2022,"Urb. Dehesilla Calamon, Avenida Séptima, numero 8. Buzón 256",Badajoz,6010,Badajoz,,,,,2026-01-27T19:21:31.975856
6,Badajoz,PARA LA REPOBLACIÓN SOSTENIBLE,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=19027&index=1&lang=es_ES,=19027,2026-01-27T18:50:00.693317,G56910862,2869JUS,,29/11/2023,15/04/2024,"Plaza de España, nº 1",Valverde de Burguillos,6378,Badajoz,,,,,2026-01-27T19:21:33.719590
7,"Balears, Illes",KOVACS,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=2233&index=1&lang=es_ES,=2233,2026-01-27T18:50:04.167545,G07246861,138EDU,,16/09/1986,07/07/1987,"Avenida Picasso, 10",Palma Mallorca,7014,Illes Balears,971720809.0,971720774.0,kovacs@kovacs.org,http://www.kovacs.org,2026-01-27T19:21:35.332177
7,"Balears, Illes",BARCELÓ,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=2235&index=1&lang=es_ES,=2235,2026-01-27T18:50:04.191638,G07455868,168EDU,,24/10/1989,18/07/1990,"C/. San Jaime, 4",Palma Mallorca,7012,Illes Balears,971722467.0,971720380.0,fundacion@barcelo.com,http://www.fundacionbarcelo.org,2026-01-27T19:21:38.080340
7,"Balears, Illes",SUMAR,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=3433&index=1&lang=es_ES,=3433,2026-01-27T18:50:04.208683,G82284498,423EDU,,26/11/1997,08/02/1999,"C/. San Jaime, 22",Palma de Mallorca,7012,Illes Balears,,,fundacion@sumar.es,http://www.fundacionsumar.com,2026-01-27T19:21:39.715151
7,"Balears, Illes",CÁTEDRA IBEROAMERICANA A LA UNIVERSITAT DE LES ILLES BALEARS,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=4100&index=1&lang=es_ES,=4100,2026-01-27T18:50:04.234920,G57035818,544EDU,,08/09/2000,08/03/2001,Edificio Son Lledó - Campus U.I.B.,Palma de Mallorca,7071,Illes Balears,971173166.0,971173184.0,rector@ps.uib.es,http://www.uib.es,2026-01-27T19:21:42.743361
7,"Balears, Illes",PARA EL DESARROLLO DE LA FORMACIÓN E INVESTIGACIÓN EN CIENCIAS DE LA SALUD (FUNDEFICSA),https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=4173&index=1&lang=es_ES,=4173,2026-01-27T18:50:04.249863,G62518022,559EDU,,05/03/2001,25/06/2001,"Avda. América, 21",S'Arenal - Palma de Mallorca,7600,Illes Balears,,,,,2026-01-27T19:21:44.493728
7,"Balears, Illes",SOPHIA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=4338&index=1&lang=es_ES,=4338,2026-01-27T18:50:04.269769,G57131161,622EDU,,07/03/2002,13/06/2002,"C/. Jaime Ferrer, 3",Palma de Mallorca,7012,Illes Balears,971721555.0,,info@fundacionsophia.com,http://www.fundacionsophia.com/,2026-01-27T19:21:46.380545
7,"Balears, Illes",LOURDES ARROYO,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=5266&index=1&lang=es_ES,=5266,2026-01-27T18:50:04.284981,G57574170,1080CIN,,16/06/2008,30/09/2008,"Carretera Pollença-Ca´n Poleta, s/n",Pollença,7460,Illes Balears,,,,,2026-01-27T19:21:48.309895
7,"Balears, Illes",FOMENTO DE LA AVIACIÓN,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=5347&index=1&lang=es_ES,=5347,2026-01-27T18:50:04.301706,G57619991,1166EDU,,06/04/2009,15/09/2009,"C/ Aeropuerto de Son Bonet, s/n",Marratxi,7141,Illes Balears,971903445.0,,,,2026-01-27T19:21:50.021370
7,"Balears, Illes",FONS FORMACIÓ,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=5405&index=1&lang=es_ES,=5405,2026-01-27T18:50:04.311856,G57629594,1186EDU,,27/07/2009,17/11/2009,"C/ Vinyassa, 4",Palma de Mallorca,7005,Illes Balears,934677402.0,,mrenedo@ffzm.com,,2026-01-27T19:21:51.606201
