codigo_ine_provincia,nombre_provincia,nombre_fundacion,enlace_detalle,codigo_registro,timestamp,nif,numero_registro,fecha_extincion,fecha_constitucion,fecha_inscripcion,domicilio,localidad,codigo_postal,provincia_detalle,telefono,fax,email,web,fines_completo,actividades_completo,fecha_extraccion,url_detalle,error
31,Navarra,AMMO FOR LIFE,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=18660&index=1&lang=es_ES,=18660,2026-01-27T18:51:38.350250,G71445118,2689JUS,,25/11/2021,13/02/2023,"Calle Mauriáin, número 3",Villatuerta,31132,Navarra,,,,,"El apoyo asistencial, formación y ayuda al desarrollo personal y profesional de personas que luchen contra el cáncer u otras enfermedades graves que les condicionen una situación vulnerable. Apoyo a familiares, difusión y concienciación sobre estos problemas y sus necesidades. Promoción y colaboración en acciones de solidaridad, de cooperación al desarrollo, de bienestar social en general y de servicios asistenciales y sociales, con especial atención a colectivos y a personas en situación de vulnerabilidad, exclusión social, pobreza, desigualdad, minusvalías físicas y/o psíquicas. Ya sea en cualquier etapa de su vida, durante la infancia, juventud, mediana o tercera edad.","Para la consecución de los fines mencionados en el artículo anterior, la Fundación realizará las siguientes actividades: a) La colaboración y ayuda económica a Organizaciones e Instituciones en el desarrollo y puesta en marcha de servicios y proyectos de investigación, relacionados con mejora de tratamientos y cuidado de personas afectadas por el cáncer o cualquier otra enfermedad degenerativa o problema de salud. b) El establecimiento de relaciones y colaboraciones con personas o entidades, públicas o privadas, nacionales o Internacionales, que persigan y fomenten los fines fundacionales. c) La organización y realización de campañas de divulgación y concienciación sobre los fines fundacionales. d) La organización y puesta en marcha de talleres de formación, charlas educativas, concursos, eventos, exposiciones y coloquios. e) La creación, impresión, edición y distribución de publicaciones, tanto periódicas como ocasionales, en materias relacionadas con los fines fundacionales. f) Y, en general, cuantas otras actividades le sean encomendadas por su Patronato dentro de los objetivos y finalidades de la Fundación. Además, con el fin de obtener ingresos, la Fundación podrá realizar actividades mercantiles cuyo objeto esté relacionado con los fines fundacionales o sean complementarlas o accesorias de las anteriores, con sometimiento a las normas reguladoras de la defensa de la competencia, como fas siguientes: Formación a colectivos sociales y empresas en materias objeto de esta fundación y elaboración de planes, programas y proyectos de prevención de enfermedades y acciones solidarlas.",2026-01-27T18:58:42.453692,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=18660&index=1&lang=es_ES,
31,Navarra,TECHNOLOGY RESEARCH FOR SOCIAL ADVANCE,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=18809&index=1&lang=es_ES,=18809,2026-01-27T18:51:38.360474,G71463095,2729JUS,,26/08/2022,12/06/2023,"Polígono Industrial Arazuri-Orkoien, calle C, Naves 9 y 11",Arazuri,31170,Navarra,,,,,"Facilitar y promover la creación de empleos de base tecnológica en personas con discapacidad intelectual o del desarrollo, especialmente en aquellos casos de mayor severidad.","La Fundación puede realizar, entre otras, las siguientes actividades: a) Facilitar la conexión entre las personas con discapacidad intelectual o del desarrollo (normalmente a través de los Centros Especiales de Empleo de Iniciativa Social siguiendo la Ley 1/2013, de 29 de noviembre, por el que se aprueba el Texto Refundido de la Ley General de derechos de las personas con discapacidad y de su inclusión social (""Centros Especiales de Empleo""), los clientes finales (empresas que contratan servicios de base tecnológica de manera directa o a través de un tercero) y los voluntarios (tanto a nivel particular como empresas) para alcanzar los fines de la Fundación. b) Desarrollar los activos tecnológicos y plataformas necesarios que faciliten la colaboración entre las empresas y las personas con discapacidad intelectual o del desarrollo a través de los Centros Especiales de Empleo. c) Desarrollar los activos y herramientas de formación adecuadas para que tanto las personas con discapacidad intelectual, unidades de apoyo y profesionales de los Centros Especiales de Empleo, así como las empresas contratantes dispongan de los conocimientos necesarios para la realización de la actividad. d) Promover la divulgación en el ámbito empresarial de los desafíos de inclusión de personas con discapacidad intelectual o del desarrollo y la necesidad de incorporar esto como una prioridad dentro de la estrategia de las empresas. e) Asociarse de forma transitoria o permanente con otras entidades nacionales o supranacionales que compartan objetivos misionales y estratégicos. f) Colaborar con entidades privadas para la consecución de objetivos de responsabilidad social comunes. g) Colaborar con entidades públicas en materias que sean comunes. h) Ejercer las actividades económicas precisas para el cumplimiento de los fines. i) Y, de modo genérico, llevar a cabo cuantas actuaciones sean conducentes al mejor logro de sus fines.",2026-01-27T18:58:44.369984,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=18809&index=1&lang=es_ES,
32,Ourense,ADOLFO DOMÍNGUEZ,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=5749&index=1&lang=es_ES,=5749,2026-01-27T18:51:41.788416,G86502903,1518CUL,,05/06/2012,01/10/2012,"Polígono Industrial, Calle 4, Parcela 8",Cibrao das Viñas,32901,Ourense,,,,,"- La difusión y promoción de todos aquellos temas relacionados con las artes, la ciencia, la salud, el cuidado del medio ambiente y demás temas culturales.","Exposiciones de fotografía y pintura. Talleres culturales. Conciertos. Conferencias. Publicaciones. Proyección de películas, cortos y videoarte. Así como cualquier otra actividad de características similares que el Patronato considere conveniente o necesario para la consecución de los fines de la Fundación. Además, con objeto de obtener Ingresos, la Fundación podrá realizar actividades mercantiles cuyo objeto esté relacionado con los fines fundacionales o sean complementarias o accesorias de las anteriores, con sometimiento a las normas reguladoras de le defensa de la competencia, y que a juicio del Patronato pueden servir a los fines perseguidos por la Fundación.",2026-01-27T18:58:46.030812,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=5749&index=1&lang=es_ES,
32,Ourense,BENPOSTA NACIÓN DE LOS MUCHACHOS,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=14684&index=1&lang=es_ES,=14684,2026-01-27T18:51:41.809005,G32325540,619CUL,,21/07/2004,14/10/2004,"C/. Los Muchachos, s/n",Benposta,32970,Ourense,649883453.0,,,,"“La enseñanza, la investigación y el desarrollo de la cultura, la educación, las artes y las ciencias, así como la asistencia en la educación, los derechos, la cultura, la investigación y el desarrollo integral de todos los niños y niñas, adolescentes y jóvenes en el ámbito nacional e internacional","* Organizar actividades y programas encaminados a la enseñanza, investigación, aplicación, desarrollo y asistencia de la educación, la cultura y los derechos de los niños y niñas, jóvenes y adolescentes, con aplicaciones en el ámbito nacional e internacional. * Desarrollar acciones formativas dirigidas a la educación, investigación, protección, asistencia y desarrollo de la cultura, la educación, los derechos y la asistencia de los niños y niñas, jóvenes y adolescentes de la Nación Española y demás Países del Mundo. * Fomentar la investigación, la asistencia, la enseñanza, el estudio, el desarrollo y el conocimiento de la educación, la cultura y los derechos de los niños y niñas, jóvenes y adolescentes, en todo el ámbito mundial, así corno las formas de ordenación, asistencia, desarrollo, aplicación y protección de los derechos de ese colectivo necesitado de educación, protección y desarrollo. * Impulsar la enseñanza, la educación, el desarrollo, la aplicación, la asistencia, la protección y la investigación del desarrollo de la educación de los niños y niñas, jóvenes y adolescentes, así como la aplicación de los derechos de los mismos a nivel internacional. * Potenciar la enseñanza, la investigación, la cultura, el desarrollo, la ordenación y la protección de la cultura, de la enseñanza, de la educación, del desarrollo y asistencia de los niños y niñas, jóvenes y adolescentes, así como los programas de investigación, educación, enseñanza, protección y aplicación de los derechos de los niños y niñas, jóvenes y adolescentes, en cualquier foro, tanto en el ámbito nacional como internacional, encaminado todo ello al logro de una mejor calidad de vida de los niños y niñas, jóvenes y adolescentes tanto a nivel individual como en el ámbito social. * Dirigir estudios, seminarios, programas, coloquios, reuniones y conferencias encaminados al conocimiento, investigación, protección, asistencia, educación, enseñanza y desarrollo de la educación y derechos de los niños y niñas, jóvenes y adolescentes en las artes, la ciencia, la investigación, la educación, los derechos y la cultura, tanto de forma solidaria y social, como individual a nivel internacional. * Impulsar las relaciones de cooperación de enseñanza, educación, investigación, desarrollo, conocimiento, protección, aplicación y estudio de la educación de los niños y niñas, jóvenes y adolescentes, tanto en su desarrollo personal y social o comunitario, como en sus derechos internacionales entre las personas de todos los países. * Gestionar y Avalar ante las autoridades correspondientes, los hermanamientos entre sí de comunidades y municipios, tanto nacionales como extranjeros, las invitaciones de acogida, individuales y en grupo, bajo el prisma de la cooperación, la asistencia, la educación, la enseñanza, la investigación, la protección, la aplicación, el estudio y el desarrollo tanto de la enseñanza, la educación, la asistencia, la cultura, las artes, la investigación y los derechos de los niños y niñas, jóvenes y adolescentes, a nivel nacional e internacional, objetivos que fomentan los fines de esta Fundación. * Canalizar las ayudas públicas o privadas, nacionales, comunitarias o internacionales, necesarias para la enseñanza, la educación, la asistencia, la investigación, el desarrollo, la protección, el estudio, el conocimiento y la aplicación de los derechos y necesidades de los niños y niñas, jóvenes y adolescentes, en el ámbito nacional e internacional, tanto en el campo de la enseñanza y educación, como en el de su desarrollo intelectual, personal y social. • Por la Fundación directamente en Centros propios o ajenos. • Concediendo ayudas económicas. • Otorgando subvenciones a instituciones. • Participando en el desarrollo de las actividades de otras entidades que realicen actividades coincidentes o complementarias con las de la propia Fundación. • Mediante fórmulas que permitan el desarrollo de los fines fundacionales. • Mediante la creación de escuelas, universidades, colegios, centros, seminarios, reuniones, estudios, programas, viajes, coloquios y conferencias, sobre las materias y actuaciones objetos de los fines de esta Fundación. • Mediante la divulgación de los resultados derivados de sus estudios y programas tanto culturales como de actuaciones, de asistencia y aplicación de los derechos de los niños y niñas, jóvenes y adolescentes, a través de publicaciones, ediciones y otras modalidades de aplicación interactiva y divulgación nacional e internacional. • Mediante diversas aplicaciones prácticas, de estudio, de ordenación, de asistencia, de investigación y educativas a colectivos interesados en la educación, la enseñanza, aplicación y protección de los derechos de los niños y niñas, jóvenes y adolescentes, tanto presencial como a distancia a nivel internacional. • Mediante cualquier otra actividad lícita, que el Patronato considere conveniente y ajustada a los objetivos y fines fundacionales. • Mediante la institución de premios y títulos, así como la dotación de becas para la educación, la enseñanza, el desarrollo y conocimiento de la educación, la cultura, la asistencia, la protección y la aplicación de los derechos, las ayudas y desarrollo de programas de asistencia, educación, protección y rehabilitación de los derechos de los niños y niñas, jóvenes y adolescentes, así como donativos, subvenciones y otras aportaciones de cooperación a nivel particular u oficial en el ámbito nacional e internacional.",2026-01-27T18:58:47.910999,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=14684&index=1&lang=es_ES,
32,Ourense,CHU SUP TSANG,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=15317&index=1&lang=es_ES,=15317,2026-01-27T18:51:41.827625,G21468822,867CUL,,03/02/2009,17/03/2009,"C/. Aldea de Ventoselo de Beatriz, s/n",San Amaro,32455,Ourense,609409683.0,,secretaria@fundacionchusuptsang.org,http://www.fundacionchusuptsang.org,"1º. Continuar el trabajo que comenzó en España el precioso maestro espiritual budista, Kyabye Khem Gueshe Tamding Gyatso Rimpoche (Khen Rimpoche) para el florecimiento y la preservación de la filosofía, cultura y religión budista tibetana en España y en el resto del mundo, que fomenta el respeto a los derechos humanos y el respeto a la tolerancia entre todos los pueblos y religiones, así como consolidar la actividad de su sucesor espiritual en el Linaje Ven. Gueshe Tenzing Tamding, en la continuación del mencionado legado. 2º. El fin último de la Fundación Chop Sup Tsang es que todos los seres logren la felicidad temporal y última, “La Iluminación”. Para ello, en la fundación se difunde y enseña un camino de realización basado en el estudio, contemplación y meditación del Dharma, o filosofía budista; esto se hace tomando como base una serie de textos y prácticas del Linaje de Khem Rimpoche. Estos textos y prácticas de forma organizada conforman el Programa de Enseñanzas de Sutra y Tantra de la Fundación, que suponen un legado cultural inestimable en el desarrollo de los valores humanos, la defensa de los más desfavorecidos y en la protección del Medio Ambiente. 3º. El estudio, investigación y aplicación del conocimiento, filosofía y la cultura generadas por el budismo tibetano de acuerdo al linaje de la escuela Guelugpa fundado por el Maestro Tibetano Tsong Khapa (siglo XV). 4º. La conservación y divulgación del conocimiento filosófico-religioso, epistemológico, cultural e histórico de la tradición Budista Mahayana y en particular de este Linaje de Tsong Khapa. 5º. Dar a conocer este conocimiento entre instituciones de ámbitos semejantes, budistas y no budistas, tales como Universitarias, Culturales, Filosóficas, españolas e internacionales en relación a los temas actuales sobre la mente humana y otros temas afines al budismo tibetano y a la ciencia y filosofía occidental. 6º. Estudio y difusión de la lengua y cultura tibetana en España y el resto del mundo. 7º. Facilitar encuentros entre diferentes religiones y tradiciones espirituales, en relación a los valores humanos para fomentar la solidaridad, la tolerancia y la paz en España y en el mundo. 8º. Participar en acciones de solidaridad, preservación y desarrollo del medio ambiente a nivel nacional e internacional. 9º. Ayudar a la preservación, así como promover el patrimonio cultural del pueblo tibetano (artístico, médico, arquitectónico, artesanal, etc.). 10º. Potenciar el vínculo de unión entre las distintas entidades asociadas con el fin de mantener contactos e intercambiar información sobre las distintas actividades y fines de la Fundación, que faciliten el desarrollo de los mismos. 11º. Subvencionar escuelas de Tibet o de cualquier otro país que lo necesite, hacer apadrinamientos y subvencionar obras de caridad entre los más necesitados, tanto en el Tibet como de cualquier otro pueblo que lo pudiese necesitar.","Para la consecución de los fines mencionados en el artículo anterior, la Fundación realizará las siguientes actividades: 1. Realizar, aplicar y evaluar un programa de estudios y practicas según la tradición Mahayana del budismo tibetano siguiendo las líneas de los programas que siguen las Universidades Monásticas del Budismo Tibetano de acuerdo con el linaje de la escuela Guelugpa (escuela fundada por el maestro tibetano Tsong Khapa). 2. Publicar, traducir, editar textos antiguos y distribuir libros, revistas y folletos formativos e informativos. 3. Crear y mantener Centros Culturales, Archivos, Bibliotecas, Hemerotecas, Videotecas, Museos, etc. 4. Creación de ayudas y becas, premios y galardones respecto de proyectos cuyo fin sea la difusión de la cultura tibetana o del budismo tibetano o su estudio. 5. Cooperar con otras Asociaciones o entidades, personas físicas o jurídicas, organismos e instituciones públicas o privadas, universidades, tanto nacionales como extranjeras y cualesquiera otras, convenientes y convergentes en cuanto a sus fines. 6. Promover, organizar y realizar reuniones de trabajo, conferencias, cursos, seminarios, congresos y cualquier otro encuentro relacionado con los objetivos y fines de la Fundación, así como asistir y facilitar la asistencia a foros internacionales cuando se consideren de interés y guarden relación con ellos. 7. Cualesquiera otras que el Patronato considere oportunas para el mejor cumplimiento de los fines de la Fundación. 8. Además, con objeto de autofinanciarse, la Fundación Chu Sup Tsang podrá realizar actividades mercantiles como la crear una editorial, franquicias de tiendas tibetanas, librarlas budistas o espirituales, restaurantes tibetanos o asiáticos etc., cuyo objeto esté relacionado con los fines fundacionales o sean complementarias o accesorias de las anteriores, con sometimiento a las normas reguladoras de la defensa de la competencia.",2026-01-27T18:58:49.966567,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=15317&index=1&lang=es_ES,
32,Ourense,JOAQUÍN BALSA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=15750&index=1&lang=es_ES,=15750,2026-01-27T18:51:41.849257,G32453029,1674CUL,,01/07/2014,28/07/2014,A Caseta s/n. Sta. Cristina.,Pereiro de Aguiar,32710,Ourense,988258111.0,,info@fundacionjoaquinbalsa.com,http://www.fundacionjoaquinbalsa.com,"- La tenencia, gestión, promoción, talento, divulgación, protección y defensa del patrimonio artístico y cultural y de la promoción y divulgación del arte en todas sus manifestaciones.","El Patronato tendrá plena libertad para determinar las actividades de la Fundación, tendentes a la consecución de aquellos objetivos concretos que, a juicio de aquél y dentro del cumplimiento de sus fines, sean los más adecuados o convenientes en cada momento.",2026-01-27T18:58:51.602230,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=15750&index=1&lang=es_ES,
32,Ourense,CUPA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=15810&index=1&lang=es_ES,=15810,2026-01-27T18:51:41.867454,G32458713,1723CUL,,18/12/2014,02/03/2015,"A Medua, s/n",Carballeda de Valdeorras,32330,Ourense,,,mdmartinez@cupagroup.com,,"- Promover el desarrollo económico y tecnológico esencialmente en el sector de la piedra natural, así como el desarrollo social en zonas rurales y poblaciones especialmente desfavorecidas.","- Promoviendo trabajos de carácter científicos, técnico o artísticos directamente en Centros propios o ajenos. - Concediendo o gestionando ayudas económicas. - Participando en el desarrollo de las tareas de otras entidades que realicen actividades coincidentes o complementarias con las de la propia Fundación. - Mediante la realización de estudios, investigaciones, cursos y conferencias. - Mediante publicaciones, exposiciones y otras actividades culturales.",2026-01-27T18:58:53.972308,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=15810&index=1&lang=es_ES,
32,Ourense,"MOREIRAS SAN PEDRO DE ROCAS PARA LA PROTECCIÓN, ESTUDIO, DIFUSIÓN Y PUESTA EN VALOR DEL PATRIMONIO RUPESTRE HISTÓRICO",https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=18454&index=1&lang=es_ES,=18454,2026-01-27T18:51:41.889887,G42846550,2455JUS,,21/12/2020,10/12/2021,"C/ Paseo, 36 planta 1",Ourense,32003,Ourense,,,,,"a) “La Fundación” perseguiría preferentemente fines culturales, científicos y educativos vinculados a proyectos de investigación en curso sobre San Pedro de Rocas (como el proyecto Petra Sacra), así corno también otros que se consideren en cada momento. b) Así mismo, “la fundación” tiene como fines poner en valor el Patrimonio Rupestre Histórico, para generar mayor sensibilidad en la sociedad de cara a garantizar su conocimiento, disfrute y conservación futura, como bien de interés social y cultural general que es. c) Del mismo modo otro fin a alcanzar por “La Fundación” es lograr declaraciones de Bien de Interés Cultural (BIC), para aquellos elementos, construcciones y complejos rupestres que no estén ni catalogados-inventariados, ni declarados, o bajo ningún régimen de protección, de manera que su situación de desamparo ante la ley sea clara, evitando así su abandono o pérdida. d) El Patrimonio Histórico Rupestre es de interés general y supone un porcentaje importante de elementos históricos, arqueológicos y artísticos conservados en la Península Ibérica, que es necesario conservar ante su valor de unicidad y situación vulnerable, al tratarse de elementos en roca, en su mayoría a la intemperie. Generar conciencia en la sociedad, para que estos bienes sean valorados como los corresponde, es uno de los fines principales de ""La fundación"". e) La ampliación del conocimiento científico en relación al Patrimonio Rupestre Histórico en las áreas de historia, arqueología, arte, arquitectura, ciencia, tecnología y otros, en lo que a la Península Ibérica se refiere, constituye igualmente uno de los fines de “La Fundación"", de manera que se sistematice y agrupe la documentación existente y la generada a partir de ahora. f) Otro de los fines de ""La Fundación"" es el de ejercer labores de asesoramiento para cualquier administración u organismo de carácter local, provincial, regional o estatal que precisen de sus servicios en relación al conocimiento y puesta en valor del Patrimonio Rupestre Histórico que sea custodiado y/o gestionado por dichas entidades.","a) La protección, investigación, divulgación y puesta en valor del patrimonio histórico, artístico, cultural y natural que conforman tanto los hallazgos y descubrimientos pasados, presentes y futuros de todo el conjunto territorial que forma el complejo rupestre de San Pedro de Rocas y el entorno histórico y natural en el que este bien se inscribe, la Ribeira Sacra. Entre los elementos identificados, y por identificar, que constituyen el gran complejo rupestre que conforma San Pedro de Rocas están los siguientes: • Santuario rupestre: o Altar/ara rupestre con escaleras y hornacinas, o Cátedra episcopal y/o sillón abacial, o Banco comunitario. o Panel con grabados rupestres en forma de manos, o Monolito rocoso con escaleras, o Monolito rocoso central con cubetas y canales. • Tumbas antropomorfas excavadas en la roca visibles y ocultas. • Celdas eremíticas rupestres, identificadas y por identificar. • Sistemas de escaleras, plataformas y accesos rupestres, identificadas y por identificar. • Sistemas de silos, canales y cubetas rupestres, identificadas y por identificar. • Enterramientos monumentales singulares: o Arcosolios funerarios, identificados cuatro. o Tumba monumental pseudo-antropomorfa en la ""Fuente de San Benito"". • Torre-campanario rupestre y monolitos anexos. •Hornacinas talladas en monolitos rocosos. •Hagioscoplos. •Capillas rupestres excavadas en la roca. •Arcosolio relicario tallado en la roca. •Elementos de mobiliario rupestre do las capillas excavadas en la roca (banco corrido, sitiales, etc.). •Ábsides, bóvedas y fachada de las capillas excavadas en la roca, •Elementos, sedimentos y materiales susceptibles do estudio arqueológico y dataciones por métodos físico-químicos. • Restos óseos conservados en el Museo Arqueológico Provincial de Ourense, hallados en San Pedro de Rocas. • Pintura mural románica-mapamundi de comienzos del siglo XII. • Materiales hallados en las excavaciones arqueológicas realizadas en San Pedro de Roca • Grabados, grafitis, epigrafía y escultura realizados en la roca, identificados y por identificar. • ""Fuente de San Ben¡to""-celda eremítica-tumba pseudo-antropomorfa. • Roble centenario de San Benito. • Monolito rocoso (""Peña del Cuervo"") y sus elementos rupestres. • Vías de acceso históricas, como el Camino Real y similares. • Posibles grabados rupestres prehistóricos y petroglifos por identificar. •Todo tipo de manifestaciones rupestres prehistóricas e históricas en las 100 Ha que constituye el BIC-Paisaje Cultural-San Pedro de Rocas. • Elementos geológicos de valor antropológico; bolos graníticos del berrocal y otro tipo de formaciones por identificar. • Topografía natural y antrópica del BIC San Pedro de Rocas. • Ecosistema y su biodiversidad histórica y actual del BIC San Pedro de Rocas. • Especies naturales, autóctonas o no, del BIC San Pedro de Rocas. • Casa Prioral/Casa Rectoral. • Cementerio. • Casa A Coutada. • Cruceiro BIC do casa A Coutada. • Ciprés centenario de casa A Coutada. • Entorno directo de casa A Coutada, suelo, muros y árboles, • Totalidad intramuros Finca A Coutada. • Estructuras construidas históricas dentro del BIC San Pedro de Rocas, • Suelo arqueológico y materiales arqueológicos del BIC San Pedro de Rocas. b) La difusión de los valores históricos, artísticos y arqueológicos que encierre el Patrimonio Rupestre Histórico, mediante la promoción, organización y realización de actividades culturales, visitas guiadas, edición de publicaciones de todo tipo, películas, vídeos, organización de conciertos, recitales y representaciones teatrales. c) Divulgación a nivel nacional e internacional de las actividades mediante el intercambio de publicaciones, investigaciones y estudios realizados por ""La Fundación"" en el desarrollo de sus fines y mediante su edición en todo tipo de soporte, especialmente en contenidos digitales. d) Colaborar con entidades universitarias y culturales de ámbito nacional e internacional en relación con la divulgación del Patrimonio Rupestre Histórico e) La constitución de aulas arqueológicas y creación de rutas o itinerarios culturales en relación al Patrimonio Rupestre Histórico de San Pedro de Rocas, de la Ribeira Sacra y del conjunto de la Península Ibérica. f) El sostenimiento, difusión y potenciación de la ""Tarjeta de Amigos de San Pedro de Rocas” y de ""Amigos del Patrimonio Rupestre Histórico"", organizando actividades y estableciendo beneficios y ventajas dirigidos a los socios de la Tarjeta. g) Promover la colaboración del sector privado empresarial en las iniciativas de ""La Fundación y coordinar dentro del propio sector empresarial privado la realización de proyectos conjuntos en el ámbito del Patrimonio Rupestre Histórico de San Pedro de Rocas, la Ribeira Sacra y la Península Ibérica en general. h) La presentación a las distintas Administraciones Publicas de iniciativas que interesen a la defensa del Patrimonio Rupestre Histórico de San Pedro de Rocas, de la Ribeira Sacra y del existente en el conjunto de la Península ibérica. i) La realización de actividades mercantiles, incluso industriales, para la obtención de rentas o ingresos destinados a financiar la consecución de los fines fundacionales o a incrementar la dotación fundacional, de acuerdo con la legislación aplicable. j) Fomentar el establecimiento de redes y alianzas de colaboración con otras entidades que faciliten la consecución de nuestros fines. Asimismo, se considerarán comprendidas en el objeto de la ""La Fundación"" cuantas actividades de cualquier índole tiendan a llevar a la práctica los findes para los que ha sido constituida.",2026-01-27T18:58:55.854767,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=18454&index=1&lang=es_ES,
33,Asturias,CENTRO MÉDICO DE ASTURIAS,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=2227&index=1&lang=es_ES,=2227,2026-01-27T18:51:45.366556,G33473604,296EDU,,23/11/1995,14/06/1996,Edificio Centro Médico-Fuentesila-Latores,Oviedo,33193,Asturias,985250300.0,985238433.0,cma@las.es,http://www.centromedicodeasturias.com/web/index.php,"La realización de actividades de I+D+i, incluyendo la ejecución de proyectos y la prestación de servicios, la promoción, y apoyo a la investigación científica, la formación, docencia, asistencia médica y divulgación en el área de la salud, desarrollando actividades en cualquiera de sus especialidades y modalidades.","La Fundación Centro Médico de Asturias tiene por finalidad la realización de actividades de I+D+i, incluyendo la ejecución de proyectos y la prestación de servicios, la promoción y apoyo a la Investigación científica, la formación, docencia, asistencia médica y divulgación en el área de la salud, desarrollando actividades en cualquiera de sus especialidades y modalidades.
Programa de cirugía cardiaca
Curso Internacional de Cirugía del Cáncer de Colom Rectal",2026-01-27T18:58:57.738946,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=2227&index=1&lang=es_ES,
33,Asturias,GUSTAVO BUENO,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=2453&index=1&lang=es_ES,=2453,2026-01-27T18:51:45.381503,G33517905,345EDU,,14/05/1997,04/08/1997,"Avenida de Galicia, 40",Oviedo,33005,Asturias,985245857.0,985245649.0,fgb@fgbueno.es,http://www.fgbueno.es,"“El fomento del estudio y de la investigación en materias científicas (especialmente de índole biológico médica, en la línea de la obra de Gustavo Bueno Armedillo, así como las que tengan relación con la Historia de las ciencias) y filosóficas (en particular las que tengan relación con la filosofía en lengua española, en especial en torno a la obra de Gustavo Bueno Martínez, y su divulgación, promoviendo, realizando, impulsando, participando, asesorando, organizando y desarrollando cuantas actividades puedan contribuir al progreso del saber, la educación, la erudición, el bienestar y la ilustración pública”.","Los medios de los que servirá la Fundación para cumplir sus objetivos serán: (a) Formación de bibliotecas y centros de documentación especializados en las materias de su campo. (b) Organización de reuniones científicas, de actividades divulgativas, formativas y docentes, regladas y no regladas. (c) Dotación de becas para promover estudios e investigaciones específicas a su objeto fundacional. (d) Promover las publicaciones y ediciones de carácter científico y filosófico relacionadas con los campos de su actividad.",2026-01-27T18:58:59.594356,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=2453&index=1&lang=es_ES,
33,Asturias,GRUPO CASTRILLO,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=2491&index=1&lang=es_ES,=2491,2026-01-27T18:51:45.402236,G33539008,378CIN,,10/02/1998,03/04/1998,"C/. González Besada, 43 - 7º H",Oviedo,33007,Asturias,985272826.0,985176086.0,gcastrillo@hca.es,,"Promover los estudios de investigación en enfermedades infecciosas en neonatología en todo el territorio nacional mediante ayudas económicas en la formación del personal facultativo; la promoción de la colaboración de todos los servicios de neonatología y la promoción de asistencia a congresos, cursos y toda clase de reuniones tendentes a mejorar su formación. ---","1. Favorecer mediante ayudas económicas la formación del personal facultativo que demuestre que realiza funciones relacionadas con el fin de la Fundación dentro del centro donde presta sus servicios 2. Promover la asistencia a congresos, cursos y toda clase de reuniones tendentes a mejorar su formación 3. Promover la colaboración de todos los servicios de Neonatología integrados en la Fundación para conocer la situación de las enfermedades infecciosas en todo el territorio nacional y con arreglo a ello, diseñar estrategias conjuntas para mejorar la asistencia del recién nacido con enfermedades infecciosas 4. Organizar, o contribuir a la organización de congresos, cursos, simposios, conceder ayudas para la publicación de libros, monografías, revistas, estudios o tesis, favorecer intercambios científicos y realizar y subvencionar programas y actividades docentes y de investigación siempre que tengan relación con los fines de la Fundación. 5. Creación de comisiones de trabajo y estudio con vistas a la búsqueda de soluciones y la consecución de acuerdos de colaboración entre los diversos agentes socioeconómicos, docentes, empresariales y sanitarios 6. El Patronato podrá ampliar o restringir el objeto fundacional siempre que mantenga una relación substancial con las actividades médicas sanitarias asistenciales y de investigación inherentes a la finalidad básica perseguida con la creación de la entidad y que la modificación no suponga la pérdida de su finalidad docente - educativa y científica. La Fundación puede, en ejercicio de su propia actividad y, de modo genérico, llevar a cabo cuantas actuaciones sean conducentes al mejor logro de sus fines.",2026-01-27T18:59:01.264946,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=2491&index=1&lang=es_ES,
