nombre,provincia,slug_provincia,direccion,telefono,email,horario,registrador,url,fecha_extraccion
Registro de la Propiedad de Albacete Nº 03,Albacete,albacete,"Padre Romano, 12 - 3º izq., 2005",967 61 93 73,albacete3@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,María Gloria Tejera García-Suelto,https://www.registradores.org/directorio/-/registros/propiedad/albacete/albacete/registro-de-la-propiedad-de-albacete-n-03,2026-01-25 23:51:49
Registro de la Propiedad de Albacete Nº 04,Albacete,albacete,"Padre Romano, 12 - 3º drcha., 2005",967 67 49 51,albacete4@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Julián Cuenca Ballesteros,https://www.registradores.org/directorio/-/registros/propiedad/albacete/albacete/registro-de-la-propiedad-de-albacete-n-04,2026-01-25 23:51:49
Registro de la Propiedad de Alcaraz,Albacete,albacete,"Fray Fermín Cerro, 1, 2300",(967) 38 00 63,alcaraz@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Alba Marqués Botella,https://www.registradores.org/directorio/-/registros/propiedad/albacete/alcaraz/registro-de-la-propiedad-de-alcaraz,2026-01-25 23:51:49
Registro de la Propiedad de Almansa,Albacete,albacete,"San Cristóbal, 10 - bajo, 2640",(967) 34 10 81,almansa@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Jaime Pedro Núñez Jiménez,https://www.registradores.org/directorio/-/registros/propiedad/albacete/almansa/registro-de-la-propiedad-de-almansa,2026-01-25 23:51:49
Registro de la Propiedad de Casas Ibáñez,Albacete,albacete,"Doctor Fleming, 6 - bajo, 2200",(967) 46 00 67,casas-ibanez@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Paloma Belén Lombardo Molina,https://www.registradores.org/directorio/-/registros/propiedad/albacete/casas-ibanez/registro-de-la-propiedad-de-casas-ibanez,2026-01-25 23:51:49
Registro de la Propiedad de Chinchilla de Monte Aragón,Albacete,albacete,"San Blas, 1, 2520",(967) 26 01 10,chinchilla@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Marina Pedrosa Lorente,https://www.registradores.org/directorio/-/registros/propiedad/albacete/chinchilla-de-monte-aragon/registro-de-la-propiedad-de-chinchilla-de-monte-aragon,2026-01-25 23:51:49
Registro de la Propiedad de Hellín,Albacete,albacete,"Plaza de Santa Ana, 11 - 2ª pl., 2400",(967) 30 06 96,hellin@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Pablo Sánchez-Bachiller Serra,https://www.registradores.org/directorio/-/registros/propiedad/albacete/hellin/registro-de-la-propiedad-de-hellin,2026-01-25 23:51:49
Registro de la Propiedad de La Roda,Albacete,albacete,"Plaza Mayor, 8 - bajo, 2630",(967) 44 00 94,laroda@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Fernando Restituto Ruiz,https://www.registradores.org/directorio/-/registros/propiedad/albacete/roda-la/registro-de-la-propiedad-de-roda-la,2026-01-25 23:51:49
Registro de la Propiedad de Villarrobledo,Albacete,albacete,"Corredero del Agua, 34 c/v C/ Requena, 2600",967 14 68 63,villarrobledo@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,María Uña Ivars,https://www.registradores.org/directorio/-/registros/propiedad/albacete/villarrobledo/registro-de-la-propiedad-de-villarrobledo,2026-01-25 23:51:49
Registro de la Propiedad de Yeste,Albacete,albacete,"San Bartolomé, 9 - 1º, 2480",(967) 43 12 49,yeste@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,María del Rocío De Andrés-Vázquez Padilla,https://www.registradores.org/directorio/-/registros/propiedad/albacete/yeste/registro-de-la-propiedad-de-yeste,2026-01-25 23:51:49
Registro de la Propiedad de Arenys de Mar Nº 01,Barcelona,barcelona,"Riera Pare Fira, 59 - local bajos, 8350",(93) 792 08 82,arenysdemar@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Fernando Monedero San Martín,https://www.registradores.org/directorio/-/registros/propiedad/barcelona/arenys-de-mar/registro-de-la-propiedad-de-arenys-de-mar-n-01,2026-01-25 23:51:50
Registro de la Propiedad de Badalona Nº 01,Barcelona,barcelona,"Avda. Alfonso XIII, 114-local C/ Pau Claris-(Palau Municipal d'Esports), 8912",93 836 49 46,badalona1@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Natividad Mercedes Mota Papaseit,https://www.registradores.org/directorio/-/registros/propiedad/barcelona/badalona/registro-de-la-propiedad-de-badalona-n-01,2026-01-25 23:51:50
Registro de la Propiedad de Badalona Nº 02,Barcelona,barcelona,"Avda. Alfonso XIII, 222 - Entresuelo, 8914",(93) 388 13 00,badalona2@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Cristina Ibáñez Moncho,https://www.registradores.org/directorio/-/registros/propiedad/barcelona/badalona/registro-de-la-propiedad-de-badalona-n-02,2026-01-25 23:51:50
Registro de la Propiedad de Badalona Nº 03,Barcelona,barcelona,"Avda. Alfonso XIII, 222 - Entresuelo, 8914",(93) 388 13 00,badalona3@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Cristina Ibáñez Moncho,https://www.registradores.org/directorio/-/registros/propiedad/barcelona/badalona/registro-de-la-propiedad-de-badalona-n-03,2026-01-25 23:51:50
Registro de la Propiedad de Barcelona Nº 01,Barcelona,barcelona,"Paseo de la Zona Franca, 109-Edif. Torre Marina, 8038",(93) 225 08 43,barcelona1@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Juan M.ª Díaz Fraile,https://www.registradores.org/directorio/-/registros/propiedad/barcelona/barcelona/registro-de-la-propiedad-de-barcelona-n-01,2026-01-25 23:51:50
Registro de la Propiedad de Barcelona Nº 02,Barcelona,barcelona,"Paseo de la Zona Franca, 109-Edif. Torre Marina, 8038",(93) 225 77 11,barcelona2@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,M.ª Paz Camino Arias,https://www.registradores.org/directorio/-/registros/propiedad/barcelona/barcelona/registro-de-la-propiedad-de-barcelona-n-02,2026-01-25 23:51:50
Registro de la Propiedad de Barcelona Nº 03,Barcelona,barcelona,"Paseo de la Zona Franca, 109-Edif. Torre Marina, 8038",(93) 221 23 80,barcelona3@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Aurora Del Monte Arrieta,https://www.registradores.org/directorio/-/registros/propiedad/barcelona/barcelona/registro-de-la-propiedad-de-barcelona-n-03,2026-01-25 23:51:50
Registro de la Propiedad de Barcelona Nº 04,Barcelona,barcelona,"Paseo de la Zona Franca, 109-Edif. Torre Marina, 8038",(93) 221 01 99,barcelona4@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Francisco José Martín Martín,https://www.registradores.org/directorio/-/registros/propiedad/barcelona/barcelona/registro-de-la-propiedad-de-barcelona-n-04,2026-01-25 23:51:50
Registro de la Propiedad de Barcelona Nº 05,Barcelona,barcelona,"Paseo de la Zona Franca, 109-Edif. Torre Marina, 8038",(93) 225 77 20,barcelona5@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Blanca Mercadé Merola,https://www.registradores.org/directorio/-/registros/propiedad/barcelona/barcelona/registro-de-la-propiedad-de-barcelona-n-05,2026-01-25 23:51:50
Registro de la Propiedad de Barcelona Nº 06,Barcelona,barcelona,"Paseo de la Zona Franca, 109-Edif. Torre Marina, 8038",(93) 221 51 75,barcelona6@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Lucia Sagrario Velo Plaza,https://www.registradores.org/directorio/-/registros/propiedad/barcelona/barcelona/registro-de-la-propiedad-de-barcelona-n-06,2026-01-25 23:51:50
Registro de la Propiedad de Barcelona Nº 07,Barcelona,barcelona,"Paseo de la Zona Franca, 109-Edif. Torre Marina, 8038",(93) 225 77 30,barcelona7@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,María Álvarez García-Roves,https://www.registradores.org/directorio/-/registros/propiedad/barcelona/barcelona/registro-de-la-propiedad-de-barcelona-n-07,2026-01-25 23:51:50
Registro de la Propiedad de Barcelona Nº 08,Barcelona,barcelona,"Paseo de la Zona Franca, 109-Edif. Torre Marina, 8038",(93) 225 51 41,barcelona8@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,M.ª Pilar Rivero Moreno,https://www.registradores.org/directorio/-/registros/propiedad/barcelona/barcelona/registro-de-la-propiedad-de-barcelona-n-08,2026-01-25 23:51:50
Registro de la Propiedad de Barcelona Nº 10,Barcelona,barcelona,"Paseo de la Zona Franca, 109-Edif. Torre Marina, 8038",(93) 225 51 46,barcelona10@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Óscar Zorrilla Blanco,https://www.registradores.org/directorio/-/registros/propiedad/barcelona/barcelona/registro-de-la-propiedad-de-barcelona-n-10,2026-01-25 23:51:50
Registro de la Propiedad de Barcelona Nº 11,Barcelona,barcelona,"Paseo de la Zona Franca, 109-Edif. Torre Marina, 8038",(93) 225 77 40,barcelona11@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Nicolás Nogueroles Peiro,https://www.registradores.org/directorio/-/registros/propiedad/barcelona/barcelona/registro-de-la-propiedad-de-barcelona-n-11,2026-01-25 23:51:50
Registro de la Propiedad de Barcelona Nº 12,Barcelona,barcelona,"Paseo de la Zona Franca, 109-Edif. Torre Marina, 8038",(93) 225 71 62,barcelona12@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Pilar Verdejo García,https://www.registradores.org/directorio/-/registros/propiedad/barcelona/barcelona/registro-de-la-propiedad-de-barcelona-n-12,2026-01-25 23:51:50
Registro de la Propiedad de Barcelona Nº 13,Barcelona,barcelona,"Paseo de la Zona Franca, 109-Edif. Torre Marina, 8038",(93) 221 97 62,barcelona13@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Magdalena Mora González,https://www.registradores.org/directorio/-/registros/propiedad/barcelona/barcelona/registro-de-la-propiedad-de-barcelona-n-13,2026-01-25 23:51:50
Registro de la Propiedad de Barcelona Nº 14,Barcelona,barcelona,"Paseo de la Zona Franca, 109-Edif. Torre Marina, 8038",(93) 225 40 46,barcelona14@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Raquel Serrabassa Ferrer,https://www.registradores.org/directorio/-/registros/propiedad/barcelona/barcelona/registro-de-la-propiedad-de-barcelona-n-14,2026-01-25 23:51:50
Registro de la Propiedad de Barcelona Nº 15,Barcelona,barcelona,"Paseo de la Zona Franca, 109-Edif. Torre Marina, 8038",(93) 225 77 50,barcelona15@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Isabel González García,https://www.registradores.org/directorio/-/registros/propiedad/barcelona/barcelona/registro-de-la-propiedad-de-barcelona-n-15,2026-01-25 23:51:50
Registro de la Propiedad de Barcelona Nº 16,Barcelona,barcelona,"Paseo de la Zona Franca, 109-Edif. Torre Marina, 8038",(93) 221 72 08,barcelona16@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,María Tenza Llorente,https://www.registradores.org/directorio/-/registros/propiedad/barcelona/barcelona/registro-de-la-propiedad-de-barcelona-n-16,2026-01-25 23:51:50
Registro de la Propiedad de Barcelona Nº 17,Barcelona,barcelona,"Paseo de la Zona Franca, 109-Edif. Torre Marina, 8038",(93) 225 77 60,barcelona17@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Maria Cinta Tallada López,https://www.registradores.org/directorio/-/registros/propiedad/barcelona/barcelona/registro-de-la-propiedad-de-barcelona-n-17,2026-01-25 23:51:50
Registro de la Propiedad de Barcelona Nº 18,Barcelona,barcelona,"Paseo de la Zona Franca, 109-Edif. Torre Marina, 8038",(93) 225 13 89,barcelona18@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,María García-Valdecasas Alguacil,https://www.registradores.org/directorio/-/registros/propiedad/barcelona/barcelona/registro-de-la-propiedad-de-barcelona-n-18,2026-01-25 23:51:50
Registro de la Propiedad de Barcelona Nº 19,Barcelona,barcelona,"Paseo de la Zona Franca, 109-Edif. Torre Marina, 8038",(93) 225 40 77,barcelona19@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Marcos Argudo Toro,https://www.registradores.org/directorio/-/registros/propiedad/barcelona/barcelona/registro-de-la-propiedad-de-barcelona-n-19,2026-01-25 23:51:51
Registro de la Propiedad de Barcelona Nº 20,Barcelona,barcelona,"Paseo de la Zona Franca, 109-Edif. Torre Marina, 8038",(93) 221 18 86,barcelona20@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Amparo Cuesta Chasco,https://www.registradores.org/directorio/-/registros/propiedad/barcelona/barcelona/registro-de-la-propiedad-de-barcelona-n-20,2026-01-25 23:51:50
Registro de la Propiedad de Barcelona Nº 21,Barcelona,barcelona,"Paseo de la Zona Franca, 109-Edif. Torre Marina, 8038",(93) 221 90 66,barcelona21@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,M.ª Pilar Roquette Castro,https://www.registradores.org/directorio/-/registros/propiedad/barcelona/barcelona/registro-de-la-propiedad-de-barcelona-n-21,2026-01-25 23:51:50
Registro de la Propiedad de Barcelona Nº 22,Barcelona,barcelona,"Paseo de la Zona Franca, 109-Edif. Torre Marina, 8038",(93) 225 77 70,barcelona22@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Mónica Santos Lloro,https://www.registradores.org/directorio/-/registros/propiedad/barcelona/barcelona/registro-de-la-propiedad-de-barcelona-n-22,2026-01-25 23:51:50
Registro de la Propiedad de Barcelona Nº 23,Barcelona,barcelona,"Paseo de la Zona Franca, 109-Edif. Torre Marina, 8038",(93) 225 13 72,barcelona23@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Adauca Aparicio Sanz,https://www.registradores.org/directorio/-/registros/propiedad/barcelona/barcelona/registro-de-la-propiedad-de-barcelona-n-23,2026-01-25 23:51:50
Registro de la Propiedad de Barcelona Nº 24,Barcelona,barcelona,"Paseo de la Zona Franca, 109-Edif. Torre Marina, 8038",(93) 225 28 02,barcelona24@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Lucía Boada Giménez,https://www.registradores.org/directorio/-/registros/propiedad/barcelona/barcelona/registro-de-la-propiedad-de-barcelona-n-24,2026-01-25 23:51:50
Registro de la Propiedad de Barcelona Nº 25,Barcelona,barcelona,"Paseo de la Zona Franca, 109-Edif. Torre Marina, 8038",(93) 224 71 71,barcelona25@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Ariadna Estradé Alasà,https://www.registradores.org/directorio/-/registros/propiedad/barcelona/barcelona/registro-de-la-propiedad-de-barcelona-n-25,2026-01-25 23:51:50
Registro de la Propiedad de Barcelona Nº 26,Barcelona,barcelona,"Paseo de la Zona Franca, 109-Edif. Torre Marina, 8038",(93) 224 00 06,barcelona26@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Alicia Gómez Recio,https://www.registradores.org/directorio/-/registros/propiedad/barcelona/barcelona/registro-de-la-propiedad-de-barcelona-n-26,2026-01-25 23:51:51
Registro de la Propiedad de Barcelona Nº 27,Barcelona,barcelona,"Paseo de la Zona Franca, 109-Edif. Torre Marina, 8038",93 224 76 71,barcelona27@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,María García-Valdecasas Alguacil,https://www.registradores.org/directorio/-/registros/propiedad/barcelona/barcelona/registro-de-la-propiedad-de-barcelona-n-27,2026-01-25 23:51:51
Registro de la Propiedad de Barcelona Nº 30,Barcelona,barcelona,"Paseo de la Zona Franca, 109-Edif. Torre Marina, 8038",93 221 90 66,barcelona30@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Ana Jambrina García,https://www.registradores.org/directorio/-/registros/propiedad/barcelona/barcelona/registro-de-la-propiedad-de-barcelona-n-30,2026-01-25 23:51:51
Registro de la Propiedad de Berga,Barcelona,barcelona,"Paseo de la Paz, 10, 8600",(93) 821 05 39,berga@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,José Lázaro Santos Echevarría,https://www.registradores.org/directorio/-/registros/propiedad/barcelona/berga/registro-de-la-propiedad-de-berga,2026-01-25 23:51:50
Registro de la Propiedad de Canovelles,Barcelona,barcelona,"Industria, 45 - local 1, 8420",(93) 846 83 52,canovelles@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Asunción De la Dueña Sánchez,https://www.registradores.org/directorio/-/registros/propiedad/barcelona/canovelles/registro-de-la-propiedad-de-canovelles,2026-01-25 23:51:50
Registro de la Propiedad de Cerdanyola del Vallès Nº 01,Barcelona,barcelona,"Sant Francésç, 4 - bajo, 8290",(93) 692 66 66,cerdanyoladelvalles1@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,José Ernesto García-Trevijano Hinojosa,https://www.registradores.org/directorio/-/registros/propiedad/barcelona/cerdanyola-del-valles/registro-de-la-propiedad-de-cerdanyola-del-valles-n-01,2026-01-25 23:51:51
Registro de la Propiedad de Cerdanyola del Vallès Nº 02,Barcelona,barcelona,"Sant Francésç, 4 - 2º 10ª, 8290",(93) 591 03 10,cerdanyoladelvalles2@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Rafael Castiñeira Carnicero,https://www.registradores.org/directorio/-/registros/propiedad/barcelona/cerdanyola-del-valles/registro-de-la-propiedad-de-cerdanyola-del-valles-n-02,2026-01-25 23:51:51
Registro de la Propiedad de Esplugues de Llobregat,Barcelona,barcelona,"Avinguda de Cornellà, 140 - 2ª B, 8950",(93) 372 34 00,esplugasdellobregat@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,M.ª José Sanz Cano,https://www.registradores.org/directorio/-/registros/propiedad/barcelona/esplugues-de-llobregat/registro-de-la-propiedad-de-esplugues-de-llobregat,2026-01-25 23:51:51
Registro de la Propiedad de Gavà,Barcelona,barcelona,"Les Moreres, 4 - local, 8850",(93) 638 34 31,gava@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Ester Sais Re,https://www.registradores.org/directorio/-/registros/propiedad/barcelona/gava/registro-de-la-propiedad-de-gava,2026-01-25 23:51:51
Registro de la Propiedad de Granollers Nº 01,Barcelona,barcelona,"Avinguda Sant Esteve, 88 baixos, 8402",(93) 879 24 75,granollers1@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Alvaro De Lanzas López,https://www.registradores.org/directorio/-/registros/propiedad/barcelona/granollers/registro-de-la-propiedad-de-granollers-n-01,2026-01-25 23:51:51
Registro de la Propiedad de Granollers Nº 02,Barcelona,barcelona,"Avenida Sant Esteve, 88 - local 2, 8402",(93) 879 34 58,granollers2@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,José Manuel Muñoz Roncero,https://www.registradores.org/directorio/-/registros/propiedad/barcelona/granollers/registro-de-la-propiedad-de-granollers-n-02,2026-01-25 23:51:51
Registro de la Propiedad de Granollers Nº 03,Barcelona,barcelona,"Avda. Sant Esteve, 88 - bajos, 8402",(93) 879 66 44,granollers3@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Antonio Cumella De Gaminde,https://www.registradores.org/directorio/-/registros/propiedad/barcelona/granollers/registro-de-la-propiedad-de-granollers-n-03,2026-01-25 23:51:51
Registro de la Propiedad de L' Hospitalet de Llobregat Nº 01,Barcelona,barcelona,"Ramblas Justo Oliveras, 66 - Entresuelo 1ª, 8901",93 338 12 85,hospitalet1@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,M.ª del Carmen Florán Cañadell,https://www.registradores.org/directorio/-/registros/propiedad/barcelona/hospitalet-de-llobregat-l/registro-de-la-propiedad-de-hospitalet-de-llobregat-l-n-01,2026-01-25 23:51:51
Registro de la Propiedad de L' Hospitalet de Llobregat Nº 05,Barcelona,barcelona,"Ramblas Justo Oliveras, 66 - pl. baja y entresuelo, 8901",(93) 337 21 17,hospitalet5@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Juan Marrero Francés,https://www.registradores.org/directorio/-/registros/propiedad/barcelona/hospitalet-de-llobregat-l/registro-de-la-propiedad-de-hospitalet-de-llobregat-l-n-05,2026-01-25 23:51:51
Registro de la Propiedad de L' Hospitalet de Llobregat Nº 06,Barcelona,barcelona,"Avenida Josep Tarradellas, 181-bajos, 8901",(93) 338 08 58,hospitalet6@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Germán Gallego Bernaldo de Quirós,https://www.registradores.org/directorio/-/registros/propiedad/barcelona/hospitalet-de-llobregat-l/registro-de-la-propiedad-de-hospitalet-de-llobregat-l-n-06,2026-01-25 23:51:51
Registro de la Propiedad de L' Hospitalet de Llobregat Nº 07,Barcelona,barcelona,"Vigo, 30 - 2ª, 8901",(93) 337 04 71,hospitalet7@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Adelaida Sánchez Rus,https://www.registradores.org/directorio/-/registros/propiedad/barcelona/hospitalet-de-llobregat-l/registro-de-la-propiedad-de-hospitalet-de-llobregat-l-n-07,2026-01-25 23:51:51
